id_zapisi,data,vremya,filial,master,usluga,cena,id_klienta,kanal_zapisi,status
1235,2026-03-24,11:30,Заречная,Тимур А.,Стрижка + борода,2100,5355,онлайн,выполнена
1236,24.03.2026,17:45,Северный,Данила Ким,Стрижка мужская,1400,6188,онлайн,выполнена
1237,2026-03-24,12:45,Центр,Лев Гаврилов,Оформление бороды,900,5889,онлайн,выполнена
1238,24.03.2026,16:45,Северный,Данила Ким,Стрижка мужская,1400,5767,онлайн,выполнена
1239,24.03.2026,15:30,Центр, Иван Петров,Оформление бороды,900,5235,без записи,выполнена
1240,24.03.2026,15:00,Северный,Д. Ким,Стрижка детская,1000,5004,онлайн,выполнена
1241,24.03.2026,17:45,Центр,Иван Петров,Оформление бороды,900,6276,телефон,выполнена
1242,24.03.2026,20:30,Заречная,Марк Дёмин,Стрижка мужская,1400,5151,телефон,выполнена
1243,24.03.2026,18:15,Центр,Иван Петров,Оформление бороды,900,6006,телефон,выполнена
1244,2026-03-24,15:45,Северный,Д. Ким,Стрижка + борода,2100,5167,онлайн,выполнена
1245,24.03.2026,13:30,Заречная,Марк Дёмин,Бритьё опасной бритвой,1300,5256,телефон,выполнена
1246,25.03.2026,19:00,Центр,Артём Соколов,Стрижка мужская,1400,6066,телефон,выполнена
1247,25.03.2026,18:30,Северный,Данила Ким,Стрижка мужская,1400 р.,5352,онлайн,выполнена
1248,25.03.2026,17:00,Центр,Иван П.,Камуфляж седины,1600,6341,онлайн,выполнена
1249,25.03.2026,15:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5294,онлайн,выполнена
1250,25.03.2026,16:45,Центр,Лев Гаврилов,Стрижка мужская,1400 р.,6328,телефон,выполнена
1251,25.03.2026,16:00,Северный,Данила Ким,Оформление бороды,900,5037,онлайн,выполнена
1252,25.03.2026,20:45,Центр,Артём Соколов,Стрижка мужская,1400,6147,онлайн,выполнена
1253,25.03.2026,18:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5336,без записи,выполнена
1254,25.03.2026,11:30,Заречная,ТИМУР АСКЕРОВ,Оформление бороды,900,6438,онлайн,выполнена
1255,25.03.2026,16:45,Центр,Иван П.,Стрижка мужская,1400,5923,телефон,выполнена
1256,25.03.2026,14:15,Центр,Лев Гаврилов,Стрижка мужская,1400,6017,без записи,выполнена
1257,26.03.2026,20:30,Северный,Роман Швец,Стрижка мужская,1400,6050,онлайн,выполнена
1258,26.03.2026,15:15,Заречная,Тимур А.,Бритьё опасной бритвой,1300,5127,без записи,выполнена
1259,26.03.2026,14:30,Заречная,Марк Дёмин,Стрижка + борода,2100 р.,6129,без записи,выполнена
1260,26.03.2026,13:15,Заречная,ТИМУР АСКЕРОВ,Стрижка + борода,2100,5378,онлайн,выполнена
1261,2026-03-26,20:00,Центр,Лев Гаврилов,Стрижка + борода,2100,6217,телефон,выполнена
1262,26.03.2026,17:30,Северный,Роман Швец,Стрижка детская,1000,6410,телефон,выполнена
1263,2026-03-26,17:45,Центр,Артём Соколов,Стрижка мужская,1400,6001,без записи,выполнена
1264,26.03.2026,15:00,Заречная,Марк Дёмин,Бритьё опасной бритвой,1300 р.,5622,телефон,выполнена
1265,26.03.2026,14:15,Северный,Олег Рыбак,Стрижка мужская,1400,5848,онлайн,выполнена
1266,26.03.2026,14:30,Северный,Данила Ким,Стрижка + борода,2100 р.,6288,онлайн,выполнена
1267,26.03.2026,19:15,Северный,Олег Рыбак,Стрижка + борода,2100,5186,онлайн,отменена
1268,26.03.2026,14:45,Центр,иван петров,Стрижка мужская,1400 р.,6064,онлайн,выполнена
1269,27.03.2026,17:30,Центр,Иван П.,Стрижка мужская,1400,6073,онлайн,выполнена
1270,27.03.2026,20:00,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5781,онлайн,выполнена
1271,27.03.2026,14:45,Центр, Иван Петров,Стрижка + борода,2100,6450,телефон,выполнена
1272,27.03.2026,16:15,Заречная,Тимур А.,Оформление бороды,900 р.,6445,онлайн,выполнена
1273,27.03.2026,13:00,Северный,Олег Рыбак,Камуфляж седины,1600,5074,онлайн,выполнена
1274,27.03.2026,17:30,Заречная,Марк Дёмин,Стрижка + борода,2100,6286,онлайн,выполнена
1275,27.03.2026,15:15,Заречная,Марк Дёмин,Камуфляж седины,1600,6203,онлайн,выполнена
1276,2026-03-27,10:00,Северный,Д. Ким,Стрижка + борода,2100,5310,без записи,выполнена
1277,2026-03-27,13:45,Центр,Лев Гаврилов,Стрижка детская,1000,5896,онлайн,отменена
1278,27.03.2026,15:45,Центр,Лев Гаврилов,Тонирование,1800,6135,без записи,выполнена
1279,27.03.2026,14:15,Северный,Роман Швец,Бритьё опасной бритвой,1170,5463,онлайн,выполнена
1280,27.03.2026,15:00,Заречная,Марк Дёмин,Стрижка + борода,2100 р.,5553,онлайн,выполнена
1281,2026-03-27,15:15,Северный,Данила Ким,Стрижка + борода,2100,5296,телефон,выполнена
1282,27.03.2026,10:00,Северный,Роман Швец,Стрижка + борода,2100,5862,без записи,выполнена
1283,27.03.2026,20:30,Северный,Роман Швец,Стрижка + борода,1890 р.,5496,телефон,отменена
1284,27.03.2026,13:30,Центр,Иван П.,Стрижка + борода,2100,5616,онлайн,выполнена
1285,27.03.2026,15:30,Центр,Артём Соколов,Стрижка мужская,1400,5616,онлайн,выполнена
1286,27.03.2026,13:15,Центр,Артём Соколов,Стрижка + борода,2100,5279,телефон,выполнена
1287,27.03.2026,19:30,Центр,Иван Петров,Стрижка мужская,1400,6266,онлайн,выполнена
1288,27.03.2026,14:30,Центр,Артём Соколов,Стрижка мужская,1400,5982,онлайн,отменена
1289,2026-03-28,16:30,Северный,Д. Ким,Стрижка + борода,1680,5797,телефон,выполнена
1290,2026-03-28,13:45,Северный,Роман Швец,Оформление бороды,900,5069,телефон,выполнена
1291,28.03.2026,13:00,Заречная,Марк Дёмин,Оформление бороды,900,5969,онлайн,выполнена
1292,28.03.2026,11:15,Северный,Олег Рыбак,Стрижка мужская,1540,5002,без записи,выполнена
1293,2026-03-28,19:15,Центр,Артём Соколов,Стрижка + борода,2310,5203,онлайн,выполнена
1294,28.03.2026,12:15,Центр,Артём Соколов,Стрижка + борода,2100,5134,онлайн,выполнена
1295,28.03.2026,13:00,Центр,Лев Гаврилов,Камуфляж седины,1600,6203,онлайн,выполнена
1296,28.03.2026,18:15,Северный,Роман Швец,Стрижка мужская,1540,5525,без записи,выполнена
1297,28.03.2026,17:15,Центр,иван петров,Оформление бороды,900,5350,онлайн,выполнена
1298,28.03.2026,19:00,Центр,Артём Соколов,Стрижка мужская,1400,5829,онлайн,выполнена
1299,28.03.2026,12:45,Заречная,ТИМУР АСКЕРОВ,Оформление бороды,900,5495,телефон,выполнена
1300,2026-03-28,17:00,Заречная,Марк Дёмин,Стрижка детская,1000,6088,телефон,выполнена
1301,28.03.2026,15:00,Северный,Роман Швец,Стрижка + борода,2100,5279,онлайн,выполнена
1302,28.03.2026,17:15,Центр,Артём Соколов,Оформление бороды,900,5065,онлайн,выполнена
1303,2026-03-28,12:30,Заречная,Марк Дёмин,Стрижка мужская,1400,5154,телефон,отменена
1304,2026-03-28,11:00,Центр,Лев Гаврилов,Стрижка мужская,1400,5221,без записи,выполнена
1305,28.03.2026,13:30,Северный,Роман Швец,Стрижка + борода,1890,6266,телефон,выполнена
1306,28.03.2026,19:30,Центр,Артём Соколов,Стрижка мужская,1120,5558,онлайн,неявка
1307,28.03.2026,15:15,Центр,Артём Соколов,Стрижка детская,1000,6393,телефон,выполнена
1308,28.03.2026,16:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5438,онлайн,выполнена
1309,2026-03-28,16:45,Северный,Данила Ким,Стрижка + борода,2100,6148,телефон,выполнена
1310,28.03.2026,19:15,Северный,Роман Швец,Бритьё опасной бритвой,1300,5496,телефон,выполнена
1311,29.03.2026,16:30,Центр,Артём Соколов,Тонирование,1800,5276,онлайн,выполнена
1312,29.03.2026,14:00,Северный,Роман Швец,Стрижка + борода,2100 р.,6155,онлайн,выполнена
1313,2026-03-29,18:15,Центр,Артём Соколов,Стрижка + борода,2100,5724,онлайн,выполнена
1314,29.03.2026,16:15,Северный,Роман Швец,Бритьё опасной бритвой,1300,5438,телефон,выполнена
1315,29.03.2026,13:45,Центр,Лев Гаврилов,Стрижка мужская,1120,6066,телефон,выполнена
1316,29.03.2026,12:00,Заречная,ТИМУР АСКЕРОВ,Камуфляж седины,1600,6155,онлайн,выполнена
1317,29.03.2026,16:15,Центр,Артём Соколов,Стрижка + борода,2310,6019,телефон,выполнена
1318,29.03.2026,16:15,Северный,Роман Швец,Стрижка + борода,2100,6118,онлайн,выполнена
1319,29.03.2026,15:30,Северный,Олег Рыбак,Стрижка + борода,"1680,00",6421,телефон,выполнена
1320,29.03.2026,12:15,Центр,Лев Гаврилов,Стрижка мужская,1540,6183,онлайн,выполнена
1321,29.03.2026,10:15,Северный,Д. Ким,Стрижка мужская,1400,6017,телефон,выполнена
1322,29.03.2026,19:30,Центр,Лев Гаврилов,Бритьё опасной бритвой,1430,5137,онлайн,выполнена
1323,29.03.2026,17:30,Центр,Лев Гаврилов,Стрижка мужская,1400,5839,онлайн,выполнена
1324,29.03.2026,12:15,Центр,Лев Гаврилов,Тонирование,1530,6199,онлайн,выполнена
1325,29.03.2026,11:30,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5649,онлайн,выполнена
1326,29.03.2026,15:30,Заречная,Тимур Аскеров,Бритьё опасной бритвой,1300,5381,телефон,выполнена
1327,29.03.2026,18:15,Заречная,Тимур А.,Стрижка + борода,2100,5814,онлайн,выполнена
1328,30.03.2026,18:00,Северный,Данила Ким,Стрижка мужская,1400,5573,телефон,выполнена
1329,30.03.2026,18:00,Заречная,Марк Дёмин,Тонирование,1800,5304,телефон,выполнена
1330,30.03.2026,13:30,Центр,Артём Соколов,Стрижка детская,1000,5261,телефон,выполнена
1331,30.03.2026,19:45,Центр,Лев Гаврилов,Стрижка + борода,1890,6119,телефон,выполнена
1332,30.03.2026,13:30,Центр,Иван П.,Бритьё опасной бритвой,1105 р.,6259,онлайн,выполнена
1333,30.03.2026,17:15,Центр,Иван П.,Стрижка + борода,1785 р.,5814,телефон,выполнена
1334,2026-03-30,12:30,Заречная,Марк Дёмин,Тонирование,1800,5086,онлайн,выполнена
1335,2026-03-31,11:00,Северный,Олег Рыбак,Оформление бороды,900,6063,без записи,выполнена
1336,2026-03-31,13:30,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,5576,онлайн,выполнена
1337,31.03.2026,16:30,Центр,Артём Соколов,Стрижка мужская,1400,5687,онлайн,выполнена
1338,31.03.2026,16:15,Северный,Роман Швец,Стрижка детская,1000,5728,онлайн,выполнена
1339,31.03.2026,13:30,Центр,Лев Гаврилов,Стрижка мужская,1120,5463,без записи,выполнена
1340,31.03.2026,13:15,Северный,Д. Ким,Стрижка машинкой,700,5023,телефон,выполнена
1341,31.03.2026,20:30,Северный,Олег Рыбак,Стрижка мужская,1400,5411,без записи,выполнена
1342,31.03.2026,18:00,Заречная,Тимур А.,Стрижка мужская,1400,5274,онлайн,выполнена
1343,31.03.2026,12:15,Северный,Олег Рыбак,Стрижка мужская,1400,6252,онлайн,выполнена
1344,01.04.2026,16:45,Центр,Лев Гаврилов,Стрижка мужская,1190,5497,онлайн,выполнена
1345,01.04.2026,17:30,Северный,Данила Ким,Стрижка мужская,1400,5834,онлайн,выполнена
1346,01.04.2026,17:15,Заречная,Тимур А.,Камуфляж седины,1600,5834,онлайн,выполнена
1347,01.04.2026,18:15,Центр,Иван П.,Стрижка + борода,2100,5656,онлайн,выполнена
1348,01.04.2026,14:00,Заречная,Марк Дёмин,Стрижка мужская,1400,5040,онлайн,выполнена
1349,01.04.2026,10:30,Северный,Данила Ким,Оформление бороды,900,5886,телефон,выполнена
1350,01.04.2026,20:30,Центр,Артём Соколов,Оформление бороды,900,5617,телефон,выполнена
1351,01.04.2026,17:45,Центр,иван петров,Стрижка + борода,2100,5022,онлайн,выполнена
1352,2026-04-01,19:45,Центр,Артём Соколов,Стрижка детская,1000 р.,5263,онлайн,выполнена
1353,01.04.2026,16:30,Заречная,Тимур Аскеров,Стрижка детская,1000,5808,онлайн,выполнена
1354,01.04.2026,17:30,Заречная,Марк Дёмин,Стрижка мужская,1400 р.,5974,без записи,выполнена
1355,01.04.2026,19:15,Северный,Д. Ким,Оформление бороды,900,5144,телефон,выполнена
1356,01.04.2026,19:15,Центр,Иван Петров,Стрижка мужская,1400,6003,онлайн,неявка
1357,01.04.2026,20:15,Центр,Лев Гаврилов,,2100,5269,онлайн,выполнена
1358,01.04.2026,18:15,Заречная,Тимур Аскеров,Стрижка мужская,1400,6079,телефон,выполнена
1359,01.04.2026,18:00,Северный,Олег Рыбак,Стрижка мужская,1400,5057,без записи,выполнена
1360,02.04.2026,16:15,Северный,Данила Ким,Стрижка детская,1000,5735,телефон,выполнена
1361,02.04.2026,10:00,Заречная,Марк Дёмин,Стрижка + борода,1680,6418,онлайн,выполнена
1362,02.04.2026,19:30,Заречная,Тимур А.,Стрижка мужская,1260,5883,без записи,выполнена
1363,02.04.2026,20:30,Заречная,Марк Дёмин,Стрижка детская,1000,5567,онлайн,выполнена
1364,2026-04-02,20:45,Заречная,Марк Дёмин,Стрижка мужская,1400,6175,телефон,выполнена
1365,02.04.2026,19:00,Центр,Иван П.,Стрижка + борода,2100 р.,6436,телефон,выполнена
1366,2026-04-02,17:00,Центр,Лев Гаврилов,Стрижка мужская,1400,5786,без записи,выполнена
1367,02.04.2026,11:15,Центр,Лев Гаврилов,Стрижка мужская,1400,5470,онлайн,выполнена
1368,02.04.2026,12:00,Заречная,Марк Дёмин,Стрижка мужская,1400,5458,телефон,неявка
1369,02.04.2026,20:00,Центр,Лев Гаврилов,Стрижка мужская,1400,5437,телефон,неявка
1370,02.04.2026,14:45,Северный,Олег Рыбак,Стрижка мужская,1400 р.,5684,телефон,отменена
1371,02.04.2026,13:15,Центр, Иван Петров,Оформление бороды,900,5721,телефон,выполнена
1372,02.04.2026,18:45,Центр,Лев Гаврилов,Стрижка детская,1000,5765,онлайн,выполнена
1373,02.04.2026,10:30,Заречная,Марк Дёмин,Оформление бороды,900,6155,телефон,выполнена
1374,2026-04-02,17:30,Заречная,ТИМУР АСКЕРОВ,Бритьё опасной бритвой,1300,5905,онлайн,выполнена
1375,02.04.2026,11:45,Центр,Лев Гаврилов,Стрижка детская,1000,6125,телефон,выполнена
1376,03.04.2026,17:45,Северный,Роман Швец,Стрижка мужская,1400 р.,5138,онлайн,выполнена
1377,03.04.2026,16:15,Северный,Данила Ким,Стрижка + борода,2100,5601,телефон,выполнена
1378,03.04.2026,19:30,Центр,Иван Петров,Стрижка мужская,1400,6365,без записи,выполнена
1379,03.04.2026,17:30,Центр,Артём Соколов,Стрижка мужская,1400,5950,телефон,выполнена
1380,03.04.2026,16:30,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5647,телефон,выполнена
1381,03.04.2026,15:30,Северный,Роман Швец,Стрижка + борода,2100,6285,онлайн,выполнена
1382,2026-04-03,18:45,Северный,Данила Ким,Стрижка мужская,1260,5638,без записи,выполнена
1383,03.04.2026,10:15,Заречная,Марк Дёмин,Стрижка + борода,2100 р.,6198,телефон,выполнена
1384,03.04.2026,12:15,Северный,Олег Рыбак,Оформление бороды,900,5574,онлайн,выполнена
1385,2026-04-03,19:15,Заречная,ТИМУР АСКЕРОВ,Стрижка + борода,"2100,00",5242,онлайн,выполнена
1386,03.04.2026,13:30,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5207,онлайн,выполнена
1387,03.04.2026,16:45,Северный,Д. Ким,Стрижка мужская,1400,6237,телефон,выполнена
1388,03.04.2026,10:00,Центр,Лев Гаврилов,Стрижка + борода,2100,5027,телефон,выполнена
1389,03.04.2026,12:45,Центр, Иван Петров,Стрижка мужская,1400,5504,онлайн,выполнена
1390,04.04.2026,15:00,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,5900,онлайн,выполнена
1391,04.04.2026,16:30,Заречная,Марк Дёмин,Стрижка детская,1000,5210,онлайн,выполнена
1392,04.04.2026,13:45,Северный,Роман Швец,Стрижка мужская,"1400,00",6155,онлайн,выполнена
1393,04.04.2026,12:15,Центр,Лев Гаврилов,Стрижка мужская,1400,6162,без записи,выполнена
1394,04.04.2026,19:30,Центр,Лев Гаврилов,Стрижка мужская,1540,5347,телефон,выполнена
1395,2026-04-04,18:15,Северный,Олег Рыбак,Стрижка мужская,1400,5150,телефон,выполнена
1396,04.04.2026,12:30,Центр,Артём Соколов,Оформление бороды,990,6302,телефон,выполнена
1397,04.04.2026,17:15,Центр, Иван Петров,Стрижка мужская,1540,5968,телефон,выполнена
1398,04.04.2026,18:00,Центр,Артём Соколов,Бритьё опасной бритвой,1430,5322,телефон,выполнена
1399,04.04.2026,12:30,Северный,Д. Ким,Стрижка мужская,1400,5415,телефон,выполнена
1400,04.04.2026,16:00,Центр,Иван Петров,Стрижка + борода,2310,6387,телефон,выполнена
1401,04.04.2026,19:30,Северный,Д. Ким,Оформление бороды,990,6132,без записи,выполнена
1402,04.04.2026,20:15,Северный,Олег Рыбак,Стрижка мужская,1400,5646,онлайн,выполнена
1403,2026-04-04,19:15,Северный,Роман Швец,Стрижка мужская,1260,5735,телефон,выполнена
1404,04.04.2026,16:45,Северный,Данила Ким,Стрижка детская,1000 р.,5185,без записи,отменена
1405,04.04.2026,18:30,Северный,Олег Рыбак,Стрижка мужская,1120,6437,телефон,выполнена
1406,04.04.2026,20:00,Центр,Артём Соколов,Оформление бороды,"900,00",6233,онлайн,выполнена
1407,2026-04-04,17:30,Центр,Артём Соколов,Оформление бороды,900,5939,онлайн,выполнена
1408,2026-04-04,15:15,Центр,Артём Соколов,Стрижка машинкой,700,5176,онлайн,выполнена
1409,04.04.2026,18:45,Северный,Д. Ким,Стрижка мужская,1540,5747,онлайн,выполнена
1410,04.04.2026,13:30,Северный,Олег Рыбак,Стрижка + борода,2100,5411,онлайн,выполнена
1411,04.04.2026,20:45,Центр,иван петров,Стрижка + борода,2100,5430,онлайн,выполнена
1412,04.04.2026,18:30,Центр,Лев Гаврилов,Стрижка мужская,1400,6391,телефон,выполнена
1413,05.04.2026,19:45,Центр,Артём Соколов,Стрижка мужская,1400,5042,телефон,выполнена
1414,05.04.2026,18:15,Северный,Д. Ким,Стрижка + борода,2100,5428,без записи,выполнена
1415,05.04.2026,17:30,Заречная,Марк Дёмин,Стрижка мужская,1400 р.,6218,онлайн,выполнена
1416,05.04.2026,15:45,Центр,Лев Гаврилов,Стрижка мужская,1400,6312,онлайн,выполнена
1417,05.04.2026,18:15,Северный,Роман Швец,Стрижка машинкой,700,5808,телефон,выполнена
1418,05.04.2026,15:15,Северный,Данила Ким,Камуфляж седины,"1600,00",6383,онлайн,выполнена
1419,05.04.2026,18:00,Заречная,Марк Дёмин,Стрижка мужская,1400,5353,телефон,выполнена
1420,05.04.2026,19:15,Северный,Данила Ким,Стрижка мужская,1400,5249,онлайн,выполнена
1421,05.04.2026,17:45,Центр,Артём Соколов,Тонирование,1800,5407,онлайн,выполнена
1422,2026-04-05,18:30,Северный,Данила Ким,Стрижка + борода,2100,5291,онлайн,отменена
1423,05.04.2026,15:00,Центр,Лев Гаврилов,Стрижка + борода,2100,5191,онлайн,выполнена
1424,2026-04-05,12:30,Заречная,ТИМУР АСКЕРОВ,Оформление бороды,990,6428,онлайн,выполнена
1425,05.04.2026,19:15,Центр,Артём Соколов,Стрижка машинкой,595,6431,без записи,выполнена
1426,2026-04-05,18:15,Центр,Лев Гаврилов,Стрижка мужская,1400 р.,5834,телефон,выполнена
1427,05.04.2026,15:45,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5739,онлайн,выполнена
1428,06.04.2026,19:15,Северный,Д. Ким,Стрижка детская,1000,5788,телефон,выполнена
1429,06.04.2026,17:45,Центр,Лев Гаврилов,Камуфляж седины,"1600,00",5462,онлайн,отменена
1430,06.04.2026,17:15,Центр,Иван П.,Тонирование,1800,5006,онлайн,выполнена
1431,06.04.2026,19:00,Центр,Артём Соколов,Стрижка детская,800,5448,телефон,отменена
1432,06.04.2026,10:00,Северный,Олег Рыбак,Стрижка детская,1000,5478,без записи,выполнена
1433,06.04.2026,18:00,Северный,Данила Ким,Стрижка + борода,2100,5439,без записи,выполнена
1434,06.04.2026,19:30,Центр,Артём Соколов,Стрижка мужская,1400,5608,онлайн,выполнена
1435,2026-04-06,17:00,Центр,Артём Соколов,Стрижка мужская,1400,5175,телефон,выполнена
1436,06.04.2026,11:30,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,6363,телефон,выполнена
1437,06.04.2026,17:15,Заречная,Марк Дёмин,Оформление бороды,765,5779,онлайн,выполнена
1438,07.04.2026,18:45,Северный,Олег Рыбак,Стрижка машинкой,700,5474,телефон,выполнена
1439,07.04.2026,15:45,Заречная,Тимур Аскеров,Стрижка машинкой,700 р.,5159,без записи,выполнена
1440,2026-04-07,19:30,Северный,Данила Ким,Тонирование,1800,5234,онлайн,неявка
1441,07.04.2026,18:00,Северный,Роман Швец,Камуфляж седины,1600,5207,телефон,выполнена
1442,2026-04-07,13:30,Северный,Олег Рыбак,Стрижка мужская,1400,5788,онлайн,выполнена
1443,2026-04-07,13:15,Центр,Лев Гаврилов,Стрижка мужская,1400,5756,онлайн,выполнена
1444,07.04.2026,11:15,Северный,Д. Ким,Стрижка мужская,1190,5360,телефон,выполнена
1445,07.04.2026,10:00,Центр,Иван П.,Бритьё опасной бритвой,1300,5233,телефон,выполнена
1446,07.04.2026,15:30,Северный,Роман Швец,Стрижка мужская,1400,5454,без записи,выполнена
1447,07.04.2026,18:45,Северный,Д. Ким,Стрижка мужская,1400,5411,без записи,выполнена
1448,08.04.2026,17:45,Заречная,Тимур А.,Стрижка мужская,1400,6170,телефон,выполнена
1449,08.04.2026,16:30,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5829,онлайн,выполнена
1450,08.04.2026,19:45,Центр,Лев Гаврилов,Оформление бороды,900,5276,телефон,выполнена
1451,08.04.2026,12:30,Северный,Данила Ким,Стрижка + борода,2100,5866,телефон,выполнена
1452,08.04.2026,17:45,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5137,онлайн,выполнена
1453,08.04.2026,18:45,Центр,Артём Соколов,Стрижка детская,1000,5529,телефон,выполнена
1454,08.04.2026,20:30,Центр,Лев Гаврилов,Стрижка + борода,2100,5414,телефон,выполнена
1455,08.04.2026,15:30,Северный,Д. Ким,Стрижка мужская,"1400,00",5444,онлайн,выполнена
1456,08.04.2026,16:45,Центр,Артём Соколов,Стрижка мужская,"1400,00",6182,без записи,выполнена
1457,08.04.2026,17:45,Центр,Артём Соколов,Стрижка + борода,2100,5909,без записи,выполнена
1458,09.04.2026,18:15,Заречная,Марк Дёмин,Стрижка мужская,1120,6211,онлайн,выполнена
1459,09.04.2026,14:30,Центр,Артём Соколов,Стрижка детская,1000,5401,телефон,выполнена
1460,09.04.2026,17:00,Центр,Лев Гаврилов,Стрижка мужская,1400,5278,без записи,выполнена
1461,09.04.2026,12:45,Северный,Роман Швец,Стрижка мужская,1400,6214,онлайн,выполнена
1462,2026-04-09,14:15,Северный,Роман Швец,Стрижка мужская,1400,6176,онлайн,выполнена
1463,09.04.2026,18:15,Заречная,Тимур Аскеров,Стрижка мужская,"1400,00",5247,без записи,выполнена
1464,09.04.2026,19:15,Заречная,Марк Дёмин,Стрижка мужская,1400,6119,телефон,выполнена
1465,2026-04-09,10:45,Северный,Роман Швец,Стрижка + борода,2100,5348,телефон,выполнена
1466,09.04.2026,12:00,Центр,Лев Гаврилов,Стрижка детская,1000 р.,6021,телефон,выполнена
1467,09.04.2026,19:30,Центр,иван петров,Оформление бороды,900,5158,без записи,выполнена
1468,09.04.2026,10:00,Северный,Д. Ким,Стрижка мужская,1260,5150,телефон,выполнена
1469,09.04.2026,10:00,Северный,Роман Швец,Стрижка мужская,1400,5247,телефон,выполнена
1470,09.04.2026,18:45,Центр,Артём Соколов,Стрижка детская,1000,5633,онлайн,неявка
1471,10.04.2026,14:30,Северный,Данила Ким,Стрижка мужская,1400,6199,без записи,выполнена
1472,10.04.2026,15:30,Центр,Артём Соколов,Стрижка мужская,1400,5046,онлайн,выполнена
1473,2026-04-10,18:45,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,6168,онлайн,выполнена
1474,2026-04-10,13:30,Заречная,ТИМУР АСКЕРОВ,Стрижка машинкой,700,5847,телефон,выполнена
1475,10.04.2026,17:00,Центр,Лев Гаврилов,Бритьё опасной бритвой,1300,6450,онлайн,выполнена
1476,2026-04-10,13:15,Центр,Лев Гаврилов,Бритьё опасной бритвой,1170,5464,онлайн,выполнена
1477,10.04.2026,13:30,Заречная,Тимур Аскеров,Стрижка мужская,1400,5349,онлайн,выполнена
1478,10.04.2026,18:00,Заречная,Марк Дёмин,Оформление бороды,900,5839,телефон,выполнена
1479,10.04.2026,12:00,Заречная,Тимур Аскеров,Бритьё опасной бритвой,1040,5736,без записи,выполнена
1480,2026-04-10,13:00,Центр,Иван П.,Стрижка + борода,2100,6017,онлайн,выполнена
1481,2026-04-10,17:30,Северный,Д. Ким,Стрижка мужская,1400,5446,телефон,выполнена
1482,10.04.2026,19:30,Северный,Олег Рыбак,Стрижка мужская,1400,5848,онлайн,отменена
1483,10.04.2026,19:45,Северный,Данила Ким,Стрижка + борода,2100,6251,онлайн,выполнена
1484,10.04.2026,18:15,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,6054,без записи,выполнена
1485,10.04.2026,11:30,Центр,Артём Соколов,Стрижка + борода,2100,6056,без записи,выполнена
1486,2026-04-10,16:30,Центр,Лев Гаврилов,Оформление бороды,900,5026,онлайн,выполнена
1487,11.04.2026,14:45,Заречная,Марк Дёмин,Стрижка + борода,2310,6064,без записи,отменена
1488,11.04.2026,17:30,Центр,Лев Гаврилов,Оформление бороды,"810,00",5130,телефон,выполнена
1489,11.04.2026,11:15,Центр,Артём Соколов,Бритьё опасной бритвой,1430,5120,онлайн,отменена
1490,11.04.2026,14:30,Центр,Артём Соколов,Стрижка + борода,2100,6133,онлайн,неявка
1491,2026-04-11,13:30,Северный,Роман Швец,Стрижка мужская,1400 р.,5840,онлайн,выполнена
1492,11.04.2026,19:30,Северный,Роман Швец,Стрижка мужская,1540,5401,без записи,выполнена
1493,11.04.2026,10:30,Заречная,Марк Дёмин,,1680,5468,онлайн,выполнена
1494,11.04.2026,18:00,Северный,Олег Рыбак,Стрижка мужская,1260,6091,онлайн,неявка
1495,11.04.2026,19:30,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5714,телефон,выполнена
1496,11.04.2026,10:30,Северный,Олег Рыбак,Стрижка мужская,1400,6009,онлайн,выполнена
1497,11.04.2026,15:30,Северный,Данила Ким,Стрижка мужская,1540,5780,телефон,выполнена
1498,2026-04-11,14:30,Северный,Д. Ким,Оформление бороды,900,5487,без записи,выполнена
1499,11.04.2026,12:30,Заречная,Тимур А.,Стрижка + борода,2100,5439,онлайн,выполнена
1500,11.04.2026,18:30,Северный,Данила Ким,Стрижка мужская,1540,5637,онлайн,выполнена
1501,11.04.2026,18:45,Заречная,Тимур Аскеров,Стрижка + борода,1890,6199,онлайн,выполнена
1502,11.04.2026,15:30,Заречная,Тимур Аскеров,Стрижка мужская,"1400,00",6000,онлайн,выполнена
1503,11.04.2026,13:15,Заречная,Марк Дёмин,Стрижка + борода,2100,5631,телефон,выполнена
1504,2026-04-11,16:15,Заречная,ТИМУР АСКЕРОВ,Стрижка + борода,2100,6284,телефон,выполнена
