ride_id,user_id,distance_m,duration_min,ride_date
9251,704,5587.4,28.39,2025-12-09
9304,707,4929.5,31.26,2025-12-09
9614,728,4451.1,29.37,2025-12-09
9929,752,2267.1,12.88,2025-12-09
9993,759,1489.4,8.24,2025-12-09
11127,838,4347.8,23.11,2025-12-09
11689,877,1833.8,10.89,2025-12-09
11727,879,1993.1,16.27,2025-12-09
12369,925,2456.4,14.93,2025-12-09
12478,937,1014.7,10.1,2025-12-09
12973,971,1314.7,17.65,2025-12-09
13974,1047,1288.2,11.07,2025-12-09
14777,1103,1293.7,11.59,2025-12-09
14912,1113,2144.0,16.29,2025-12-09
15435,1149,3387.7,14.88,2025-12-09
16046,1185,6427.6,33.08,2025-12-09
16694,1236,1301.8,10.4,2025-12-09
16873,1249,4468.4,32.04,2025-12-09
17132,1263,2107.8,11.49,2025-12-09
17579,1295,1454.6,9.4,2025-12-09
18113,1329,2591.6,13.18,2025-12-09
18789,1382,4273.4,21.0,2025-12-09
19609,1446,3695.5,21.4,2025-12-09
19987,1471,7610.4,40.98,2025-12-09
20032,1475,2403.9,19.02,2025-12-09
126,12,2193.7,16.49,2025-12-10
211,19,3501.8,23.4,2025-12-10
1106,91,5345.9,29.33,2025-12-10
1107,91,6871.4,41.42,2025-12-10
1151,93,4163.7,25.68,2025-12-10
1299,104,1878.4,15.26,2025-12-10
1359,108,5185.2,26.97,2025-12-10
1431,113,3322.8,17.84,2025-12-10
2305,184,3936.4,19.65,2025-12-10
2493,195,2113.3,13.28,2025-12-10
3426,253,4821.2,33.77,2025-12-10
3428,253,3044.7,21.42,2025-12-10
4550,347,1072.2,10.26,2025-12-10
4592,352,5046.3,25.26,2025-12-10
4657,357,3875.2,20.92,2025-12-10
5351,415,2913.3,13.12,2025-12-10
5820,448,5800.2,38.21,2025-12-10
7106,546,1380.1,11.95,2025-12-10
7287,558,2014.9,13.72,2025-12-10
7352,561,1172.5,8.22,2025-12-10
7547,578,4881.5,25.68,2025-12-10
7690,588,1940.1,9.36,2025-12-10
8623,663,2032.4,13.65,2025-12-10
8732,675,5337.1,27.06,2025-12-10
8931,686,3229.8,21.52,2025-12-10
8991,690,2623.4,13.75,2025-12-10
9402,714,1171.1,6.17,2025-12-10
9460,716,1822.9,16.29,2025-12-10
9472,716,3098.8,18.34,2025-12-10
9736,737,2905.3,15.82,2025-12-10
9832,745,1043.0,10.54,2025-12-10
9925,751,1457.0,13.02,2025-12-10
10287,775,4461.9,22.43,2025-12-10
10676,800,3156.6,23.69,2025-12-10
12483,937,1694.8,9.74,2025-12-10
13224,991,1931.7,12.14,2025-12-10
13259,993,2398.8,11.2,2025-12-10
13364,999,2181.0,10.98,2025-12-10
13607,1019,1997.3,14.85,2025-12-10
13886,1040,4357.6,22.97,2025-12-10
13972,1047,1439.7,17.75,2025-12-10
14418,1079,3922.6,22.64,2025-12-10
14562,1090,945.2,7.18,2025-12-10
14758,1102,2944.1,13.95,2025-12-10
14855,1108,2262.9,14.49,2025-12-10
15572,1157,2538.5,13.62,2025-12-10
16071,1188,1188.1,8.61,2025-12-10
16414,1212,1808.1,15.19,2025-12-10
16469,1217,3054.5,24.78,2025-12-10
16483,1218,1082.2,9.13,2025-12-10
16498,1219,1001.8,8.05,2025-12-10
18022,1326,2696.5,22.04,2025-12-10
18687,1375,5205.4,27.81,2025-12-10
18701,1375,2661.9,16.55,2025-12-10
19064,1405,3552.2,25.05,2025-12-10
19111,1409,8856.3,49.18,2025-12-10
19591,1443,1870.0,13.83,2025-12-10
249,20,1622.2,10.49,2025-12-11
379,27,3258.0,19.93,2025-12-11
554,44,1869.9,10.43,2025-12-11
2459,194,5280.7,29.09,2025-12-11
4382,332,2491.8,20.26,2025-12-11
4979,384,3670.4,19.77,2025-12-11
5442,422,2751.2,17.11,2025-12-11
6323,491,3471.1,22.17,2025-12-11
6403,497,2426.6,16.58,2025-12-11
6541,506,4181.9,22.5,2025-12-11
6559,508,2658.7,14.34,2025-12-11
6743,519,6367.7,33.15,2025-12-11
6820,522,1546.2,15.5,2025-12-11
6872,527,1790.4,11.19,2025-12-11
6876,527,828.8,4.76,2025-12-11
7031,541,3029.9,20.18,2025-12-11
7058,542,1544.7,9.06,2025-12-11
7221,555,4733.7,24.86,2025-12-11
7354,562,2471.6,15.56,2025-12-11
7521,577,2260.6,12.66,2025-12-11
7657,585,5340.5,27.15,2025-12-11
7810,596,1791.8,9.89,2025-12-11
7976,609,3668.5,25.58,2025-12-11
8539,656,1627.5,11.22,2025-12-11
8551,657,2047.0,15.25,2025-12-11
8905,683,2780.3,13.25,2025-12-11
8985,689,4230.3,21.83,2025-12-11
9068,693,1766.1,15.75,2025-12-11
9171,699,1706.8,10.59,2025-12-11
9468,716,3747.6,33.8,2025-12-11
9618,728,2397.4,13.66,2025-12-11
10014,761,5229.7,25.91,2025-12-11
10264,774,2955.2,16.22,2025-12-11
10442,785,2724.5,21.26,2025-12-11
10658,799,2977.6,20.99,2025-12-11
10777,807,5478.9,32.36,2025-12-11
11908,894,2577.6,22.22,2025-12-11
12287,919,2244.6,15.55,2025-12-11
12453,934,1488.1,8.23,2025-12-11
15259,1134,3385.0,21.52,2025-12-11
17197,1267,2171.6,11.77,2025-12-11
17238,1270,1208.5,11.44,2025-12-11
18811,1384,1451.4,11.79,2025-12-11
19502,1437,1863.0,9.49,2025-12-11
19565,1441,1474.2,10.92,2025-12-11
19682,1453,3930.3,23.02,2025-12-11
19792,1459,2586.0,18.58,2025-12-11
341,25,757.8,9.68,2025-12-12
1238,100,4036.5,20.2,2025-12-12
1843,146,5286.1,35.38,2025-12-12
1876,147,2297.8,14.65,2025-12-12
2188,175,4047.8,18.09,2025-12-12
3049,231,3428.0,21.08,2025-12-12
3714,280,1959.1,14.78,2025-12-12
3901,292,1006.7,8.04,2025-12-12
4068,306,3348.9,19.61,2025-12-12
4142,309,3560.4,33.1,2025-12-12
4162,312,3138.3,13.03,2025-12-12
4335,329,2871.1,13.81,2025-12-12
4375,332,4459.4,26.78,2025-12-12
5619,433,0.0,0.0,2025-12-12
6140,473,1600.4,11.93,2025-12-12
6314,490,3213.7,18.74,2025-12-12
6744,519,2307.5,15.87,2025-12-12
6910,531,1725.1,8.71,2025-12-12
7879,602,2212.0,16.12,2025-12-12
9005,690,3159.9,24.92,2025-12-12
9125,696,2988.7,23.05,2025-12-12
9196,700,3120.8,21.59,2025-12-12
9229,703,2323.8,14.55,2025-12-12
9545,722,2652.0,13.78,2025-12-12
9882,748,2126.3,18.91,2025-12-12
10081,765,4268.2,21.12,2025-12-12
10267,774,3435.2,18.78,2025-12-12
10666,799,1571.7,16.93,2025-12-12
10845,812,2169.6,16.22,2025-12-12
10922,817,4099.1,22.19,2025-12-12
12847,961,2669.1,26.32,2025-12-12
12915,966,1309.4,13.5,2025-12-12
13557,1015,5780.3,29.99,2025-12-12
13834,1035,3308.0,21.89,2025-12-12
14035,1051,5092.8,28.32,2025-12-12
14132,1061,2806.5,18.37,2025-12-12
14292,1072,3812.2,21.58,2025-12-12
14699,1097,1981.9,8.6,2025-12-12
15316,1138,3486.9,16.27,2025-12-12
15575,1157,2631.6,15.91,2025-12-12
15968,1177,1370.7,10.66,2025-12-12
16548,1224,2499.7,19.82,2025-12-12
16999,1257,2194.8,22.75,2025-12-12
17071,1261,1772.3,12.43,2025-12-12
18276,1342,2726.4,15.2,2025-12-12
18496,1356,2023.5,17.22,2025-12-12
18555,1360,2410.1,11.3,2025-12-12
18805,1384,1900.0,13.47,2025-12-12
18962,1398,4662.7,33.31,2025-12-12
19117,1411,2163.3,11.44,2025-12-12
19389,1429,5644.7,29.63,2025-12-12
19643,1450,2889.4,17.89,2025-12-12
19940,1468,3044.9,23.28,2025-12-12
20020,1474,6829.6,39.72,2025-12-12
1399,110,2729.9,27.12,2025-12-13
1747,138,5209.6,24.04,2025-12-13
2184,175,5964.0,36.14,2025-12-13
2598,201,2487.0,15.79,2025-12-13
3151,237,1824.1,13.91,2025-12-13
3245,241,4105.5,25.95,2025-12-13
3928,296,2527.8,13.21,2025-12-13
4050,303,3062.5,16.96,2025-12-13
4327,328,2432.5,12.38,2025-12-13
4706,360,1254.4,9.36,2025-12-13
4727,362,1814.2,12.25,2025-12-13
4755,365,3134.5,17.35,2025-12-13
4781,369,1884.8,15.59,2025-12-13
5357,416,2977.6,20.06,2025-12-13
5651,434,1274.6,7.54,2025-12-13
6684,515,2098.1,14.64,2025-12-13
7339,560,2249.3,11.72,2025-12-13
7563,579,1519.5,9.08,2025-12-13
7911,606,1026.0,17.1,2025-12-13
10172,770,2011.9,12.79,2025-12-13
10357,780,4339.2,21.04,2025-12-13
10730,802,4787.0,34.46,2025-12-13
10900,816,4795.4,28.04,2025-12-13
12436,930,3009.2,16.07,2025-12-13
13256,993,2845.7,12.83,2025-12-13
13374,999,1873.3,13.46,2025-12-13
13755,1029,3029.2,19.59,2025-12-13
13847,1035,2597.9,18.49,2025-12-13
13888,1040,4979.7,24.85,2025-12-13
14465,1082,2548.0,10.86,2025-12-13
15181,1129,2886.7,15.81,2025-12-13
17741,1307,3627.0,25.1,2025-12-13
17977,1321,3575.8,25.79,2025-12-13
18058,1327,3972.9,24.49,2025-12-13
18067,1328,2954.8,16.14,2025-12-13
19832,1462,3733.9,21.71,2025-12-13
20419,365,3134.5,17.35,2025-12-13
20455,1307,3627.0,25.1,2025-12-13
568,47,903.3,6.0,2025-12-14
1074,88,2507.1,20.61,2025-12-14
1413,110,1711.7,10.18,2025-12-14
3266,242,4441.0,23.5,2025-12-14
3598,271,2684.4,15.35,2025-12-14
3994,299,914.1,6.02,2025-12-14
4177,314,2290.6,9.63,2025-12-14
4252,322,2442.8,21.45,2025-12-14
4774,368,3449.2,15.35,2025-12-14
5110,395,2141.8,13.45,2025-12-14
7089,544,2833.7,20.37,2025-12-14
8306,639,2295.0,16.83,2025-12-14
8827,680,4408.0,32.23,2025-12-14
9715,736,2404.4,19.8,2025-12-14
10261,774,5911.1,29.64,2025-12-14
10385,782,2589.0,17.38,2025-12-14
10998,822,1713.7,12.56,2025-12-14
11039,826,1756.1,12.54,2025-12-14
11053,828,2745.0,23.06,2025-12-14
11152,839,2812.2,16.26,2025-12-14
11165,839,2131.8,19.24,2025-12-14
11227,845,2341.5,23.3,2025-12-14
12311,920,1154.6,12.61,2025-12-14
12338,921,1907.8,11.02,2025-12-14
12562,940,1732.3,17.57,2025-12-14
12613,944,2974.7,20.19,2025-12-14
12835,960,2499.8,13.42,2025-12-14
12982,972,1280.1,14.35,2025-12-14
13035,975,4710.7,26.32,2025-12-14
13090,979,1316.0,8.95,2025-12-14
13570,1015,2177.4,12.68,2025-12-14
13658,1022,2558.6,12.62,2025-12-14
14393,1078,1973.2,10.18,2025-12-14
14570,1090,1687.1,12.68,2025-12-14
14702,1097,2277.0,14.05,2025-12-14
14778,1103,2930.5,14.36,2025-12-14
15253,1133,4963.5,29.56,2025-12-14
15367,1142,3343.8,19.08,2025-12-14
15512,1153,1760.4,10.06,2025-12-14
15937,1174,2280.0,16.45,2025-12-14
16499,1219,2783.3,13.75,2025-12-14
16940,1252,4582.7,33.9,2025-12-14
18541,1359,2418.7,12.01,2025-12-14
18636,1368,5331.9,29.06,2025-12-14
19782,1458,1120.2,14.84,2025-12-14
20435,1078,1973.2,10.18,2025-12-14
262,20,4960.0,23.44,2025-12-15
876,73,5363.8,40.63,2025-12-15
1253,101,2873.1,22.55,2025-12-15
1269,102,1066.2,7.51,2025-12-15
1480,117,890.1,13.52,2025-12-15
1788,143,2485.7,33.07,2025-12-15
1965,153,2992.0,17.77,2025-12-15
2429,190,1182.8,13.47,2025-12-15
2541,198,1319.1,15.04,2025-12-15
2668,207,1186.5,10.29,2025-12-15
3152,237,1908.0,9.82,2025-12-15
3230,240,2344.0,12.02,2025-12-15
3285,244,2534.9,13.63,2025-12-15
3961,298,2596.2,18.47,2025-12-15
3997,300,2961.6,15.47,2025-12-15
4027,302,1724.0,13.12,2025-12-15
5372,416,2186.3,9.31,2025-12-15
7996,610,830.5,8.49,2025-12-15
8145,622,4001.2,24.96,2025-12-15
8548,656,1065.1,8.55,2025-12-15
9776,740,2469.7,11.95,2025-12-15
10064,764,2158.3,13.01,2025-12-15
10284,775,3971.5,20.42,2025-12-15
10315,778,1283.0,11.12,2025-12-15
10341,780,4701.6,27.54,2025-12-15
10805,810,3985.4,26.04,2025-12-15
10977,821,1849.7,17.43,2025-12-15
11085,832,3206.9,20.61,2025-12-15
11343,852,1178.6,9.59,2025-12-15
11647,875,3925.8,21.68,2025-12-15
12080,906,2741.4,39.52,2025-12-15
12361,923,2857.4,17.37,2025-12-15
12890,965,2390.2,15.59,2025-12-15
13504,1010,1541.4,11.9,2025-12-15
14002,1050,1601.5,8.39,2025-12-15
14268,1070,8206.1,40.95,2025-12-15
15328,1139,2054.2,11.71,2025-12-15
15342,1140,1785.9,11.05,2025-12-15
15540,1155,2783.4,28.82,2025-12-15
15717,1164,3520.5,22.99,2025-12-15
15742,1165,3057.7,17.94,2025-12-15
15867,1169,7182.8,41.74,2025-12-15
15938,1174,1921.3,10.13,2025-12-15
16019,1181,3537.6,22.55,2025-12-15
16114,1191,1562.5,8.11,2025-12-15
17048,1260,2587.9,13.49,2025-12-15
17930,1320,2102.4,19.34,2025-12-15
18467,1355,2922.3,14.46,2025-12-15
18745,1378,2463.9,16.07,2025-12-15
19150,1413,1260.1,12.48,2025-12-15
19200,1416,1968.6,14.6,2025-12-15
19294,1422,2655.9,17.06,2025-12-15
20291,1495,2771.8,16.03,2025-12-15
389,27,1903.3,12.77,2025-12-16
479,37,2469.9,19.1,2025-12-16
760,65,1382.6,14.86,2025-12-16
1159,94,4436.7,20.78,2025-12-16
2460,194,4428.0,30.89,2025-12-16
4258,323,5882.4,30.84,2025-12-16
4710,360,2445.9,14.94,2025-12-16
5133,398,3424.7,17.97,2025-12-16
5344,414,2095.9,8.89,2025-12-16
7034,541,1383.5,12.67,2025-12-16
7849,601,4414.2,27.55,2025-12-16
8451,647,2257.6,11.93,2025-12-16
9148,698,4077.5,21.71,2025-12-16
9261,704,3769.5,22.62,2025-12-16
10096,766,6192.1,32.41,2025-12-16
10299,777,2400.0,10.97,2025-12-16
10878,814,375.1,5.59,2025-12-16
10950,820,1678.0,11.48,2025-12-16
11047,827,2114.6,26.62,2025-12-16
11231,845,3759.3,20.5,2025-12-16
11452,861,3520.3,19.46,2025-12-16
11482,864,2057.7,11.99,2025-12-16
12350,922,2310.3,15.1,2025-12-16
12587,941,2935.7,16.11,2025-12-16
13268,993,2915.9,17.2,2025-12-16
13397,1001,2537.1,18.74,2025-12-16
14329,1073,1675.2,14.74,2025-12-16
14349,1074,1507.3,8.41,2025-12-16
16507,1221,2517.5,16.86,2025-12-16
16646,1230,2505.4,15.07,2025-12-16
16832,1247,1285.2,8.43,2025-12-16
16891,1250,3594.5,20.97,2025-12-16
16980,1256,1709.4,9.82,2025-12-16
17202,1268,2892.3,15.84,2025-12-16
17631,1299,3310.1,21.91,2025-12-16
17980,1321,3927.0,21.96,2025-12-16
18203,1334,1720.8,9.9,2025-12-16
18271,1342,3335.0,20.94,2025-12-16
18365,1349,4754.8,29.57,2025-12-16
19394,1429,1195.8,17.78,2025-12-16
19516,1438,4110.8,21.74,2025-12-16
19938,1468,4747.7,27.0,2025-12-16
34,5,3725.9,26.27,2025-12-17
572,47,3138.1,17.75,2025-12-17
792,68,4858.0,27.42,2025-12-17
895,74,2705.4,17.89,2025-12-17
946,78,2539.0,29.71,2025-12-17
1098,90,3240.8,19.45,2025-12-17
1362,108,3904.9,22.35,2025-12-17
1741,138,4241.9,30.97,2025-12-17
2059,165,3589.6,26.21,2025-12-17
2800,216,1791.2,16.83,2025-12-17
3498,260,3003.4,13.69,2025-12-17
3711,280,1912.4,16.62,2025-12-17
4757,365,5795.4,40.08,2025-12-17
5477,424,1390.4,13.58,2025-12-17
5488,425,5567.1,24.1,2025-12-17
5502,425,7326.5,37.36,2025-12-17
7147,548,8753.9,35.63,2025-12-17
7813,597,2799.1,20.91,2025-12-17
8096,617,3028.0,26.01,2025-12-17
8577,660,3499.0,37.3,2025-12-17
8655,668,3448.3,21.92,2025-12-17
9484,718,1279.0,8.25,2025-12-17
10301,777,826.8,5.13,2025-12-17
10844,812,2654.6,23.41,2025-12-17
10888,815,1265.9,7.84,2025-12-17
10915,817,3482.4,17.46,2025-12-17
12031,903,3694.0,25.76,2025-12-17
12475,937,2986.0,16.32,2025-12-17
12600,943,3059.9,20.13,2025-12-17
13671,1023,1370.2,8.4,2025-12-17
14697,1096,3062.5,15.67,2025-12-17
14737,1100,1851.5,9.66,2025-12-17
14874,1111,912.9,8.7,2025-12-17
15028,1119,2391.9,16.07,2025-12-17
15421,1148,2165.0,15.98,2025-12-17
16492,1218,3056.3,23.37,2025-12-17
17209,1269,2273.7,10.67,2025-12-17
18096,1328,2407.2,17.6,2025-12-17
18331,1347,3300.9,20.13,2025-12-17
18681,1374,5953.6,28.62,2025-12-17
18969,1399,3629.7,31.35,2025-12-17
19281,1420,2806.7,25.11,2025-12-17
20392,1023,1370.2,8.4,2025-12-17
20413,365,5795.4,40.08,2025-12-17
271,21,3930.4,18.41,2025-12-18
628,53,1582.4,10.04,2025-12-18
974,80,2161.4,17.25,2025-12-18
1017,82,2183.0,9.9,2025-12-18
1215,98,4185.3,25.38,2025-12-18
2090,166,1948.2,18.65,2025-12-18
2183,175,3365.6,17.39,2025-12-18
2384,188,2781.6,16.17,2025-12-18
2896,223,1900.0,9.21,2025-12-18
3589,268,4162.5,22.9,2025-12-18
3596,270,1876.6,12.33,2025-12-18
3924,295,0.0,0.0,2025-12-18
4442,340,2710.1,22.11,2025-12-18
4829,372,6080.7,33.53,2025-12-18
4968,382,886.7,5.43,2025-12-18
5546,429,3717.4,17.43,2025-12-18
6731,517,4486.6,20.67,2025-12-18
8282,637,3793.5,29.82,2025-12-18
8434,647,3023.0,23.09,2025-12-18
8549,656,1856.2,10.43,2025-12-18
9228,703,6520.8,31.11,2025-12-18
9695,736,2605.2,19.4,2025-12-18
10220,772,4933.5,26.31,2025-12-18
10826,811,2336.3,14.26,2025-12-18
11145,838,2854.3,19.0,2025-12-18
11213,842,1372.0,7.73,2025-12-18
11593,871,4690.7,34.95,2025-12-18
12011,903,3019.4,17.86,2025-12-18
13024,974,5675.8,36.68,2025-12-18
13828,1035,2775.5,18.55,2025-12-18
14495,1083,2003.6,12.68,2025-12-18
14540,1088,1747.2,10.6,2025-12-18
14993,1117,3702.5,22.14,2025-12-18
15117,1125,976.7,8.39,2025-12-18
15672,1162,2786.1,21.01,2025-12-18
15934,1173,733.8,12.23,2025-12-18
16855,1248,2656.6,18.42,2025-12-18
17210,1269,3432.3,20.07,2025-12-18
17246,1271,4914.6,41.1,2025-12-18
17417,1282,3384.0,19.97,2025-12-18
17526,1292,2131.8,17.35,2025-12-18
18395,1350,1510.3,10.32,2025-12-18
19245,1418,14607.2,90.0,2025-12-18
19313,1423,759.3,6.57,2025-12-18
19484,1436,2835.3,19.32,2025-12-18
20134,1484,1304.2,13.83,2025-12-18
336,24,4171.8,28.96,2025-12-19
978,81,877.8,9.11,2025-12-19
1099,90,2476.0,14.45,2025-12-19
2401,188,5105.9,39.96,2025-12-19
2463,194,1566.3,13.56,2025-12-19
3277,242,4589.8,26.1,2025-12-19
3380,250,2068.2,12.82,2025-12-19
3583,267,3016.8,19.68,2025-12-19
3721,281,3518.1,17.78,2025-12-19
4229,319,1697.8,8.63,2025-12-19
4302,327,5694.6,34.7,2025-12-19
6170,475,3330.2,17.2,2025-12-19
6914,531,3467.5,29.48,2025-12-19
7073,544,3133.1,17.36,2025-12-19
7618,582,2979.8,17.2,2025-12-19
8011,612,5884.9,27.48,2025-12-19
8298,639,1853.5,12.41,2025-12-19
8492,652,2368.9,16.89,2025-12-19
8619,662,6779.1,54.53,2025-12-19
8832,680,3409.5,19.42,2025-12-19
9121,696,4180.3,23.55,2025-12-19
9591,725,1929.5,12.32,2025-12-19
9645,731,3559.5,13.91,2025-12-19
10456,787,2500.8,13.39,2025-12-19
11086,832,3034.5,22.68,2025-12-19
11364,853,1047.5,7.38,2025-12-19
11542,868,2364.9,17.06,2025-12-19
11913,895,1626.1,12.74,2025-12-19
12195,915,3685.6,18.01,2025-12-19
14191,1065,4725.1,34.92,2025-12-19
14269,1070,2320.9,17.86,2025-12-19
14379,1077,1664.6,10.67,2025-12-19
14527,1086,2885.0,15.98,2025-12-19
14900,1113,2020.7,15.17,2025-12-19
15055,1121,4531.3,30.77,2025-12-19
15176,1129,3590.1,29.4,2025-12-19
15205,1130,3609.6,35.05,2025-12-19
15331,1140,2550.1,15.11,2025-12-19
15509,1153,1827.6,18.41,2025-12-19
15755,1165,2534.8,22.57,2025-12-19
17230,1270,2495.4,14.87,2025-12-19
17700,1304,1832.7,16.45,2025-12-19
17859,1315,1900.9,14.15,2025-12-19
17872,1316,2061.9,15.23,2025-12-19
17969,1321,1299.9,7.8,2025-12-19
18181,1333,644.0,8.86,2025-12-19
18430,1353,3481.0,22.7,2025-12-19
18631,1366,1711.8,14.98,2025-12-19
19418,1430,1680.2,13.12,2025-12-19
20009,1473,5499.2,26.9,2025-12-19
52,7,1729.3,11.74,2025-12-20
87,11,2302.4,16.64,2025-12-20
569,47,8642.7,42.69,2025-12-20
1444,114,2166.3,14.38,2025-12-20
1449,114,2829.7,16.01,2025-12-20
1514,120,1278.8,15.0,2025-12-20
2136,172,4093.5,22.75,2025-12-20
3147,236,2858.7,16.34,2025-12-20
3233,240,3012.5,26.46,2025-12-20
3784,285,2834.2,15.37,2025-12-20
3867,290,1449.1,11.07,2025-12-20
4784,369,3284.3,19.71,2025-12-20
4913,377,5773.7,28.2,2025-12-20
5612,432,2971.3,23.75,2025-12-20
5771,444,1905.0,11.89,2025-12-20
5934,458,1272.9,6.86,2025-12-20
6235,483,2582.7,15.92,2025-12-20
7127,547,6127.1,32.75,2025-12-20
7248,557,3460.4,28.98,2025-12-20
7463,572,2413.1,15.59,2025-12-20
7907,606,1189.3,7.45,2025-12-20
7915,606,4588.9,24.68,2025-12-20
8328,640,6219.7,43.99,2025-12-20
9292,706,5102.9,29.14,2025-12-20
10145,769,2541.5,21.21,2025-12-20
10155,769,2477.9,17.53,2025-12-20
10347,780,2515.0,17.13,2025-12-20
10353,780,1647.6,13.63,2025-12-20
10700,801,1487.3,12.7,2025-12-20
10791,808,3551.4,17.08,2025-12-20
11433,858,2789.6,20.64,2025-12-20
11598,871,3365.2,24.45,2025-12-20
12150,911,2132.8,14.27,2025-12-20
12165,913,2210.5,16.77,2025-12-20
12202,915,1534.2,12.41,2025-12-20
12317,920,2659.8,14.26,2025-12-20
12752,954,2600.4,21.1,2025-12-20
12829,959,1534.6,8.81,2025-12-20
14278,1071,2231.4,16.24,2025-12-20
14334,1073,6523.3,34.77,2025-12-20
14351,1075,2457.4,12.45,2025-12-20
15049,1121,1347.6,9.26,2025-12-20
15116,1125,857.2,5.2,2025-12-20
15584,1157,1587.8,8.53,2025-12-20
15666,1161,3689.8,29.24,2025-12-20
15778,1166,2609.1,18.26,2025-12-20
15990,1178,2671.8,23.33,2025-12-20
16818,1246,1636.1,13.56,2025-12-20
17014,1258,1203.5,8.95,2025-12-20
17273,1272,2844.4,17.32,2025-12-20
17887,1316,1017.1,11.36,2025-12-20
18700,1375,2652.4,17.17,2025-12-20
18842,1388,2615.8,12.71,2025-12-20
18889,1393,614.7,9.39,2025-12-20
19275,1420,1983.8,8.51,2025-12-20
19744,1456,1156.6,8.73,2025-12-20
19979,1471,3949.9,24.77,2025-12-20
20451,120,1278.8,15.0,2025-12-20
285,21,0.0,0.0,2025-12-21
434,34,2328.7,15.87,2025-12-21
1001,82,2522.0,14.24,2025-12-21
1048,85,1938.2,12.91,2025-12-21
1753,138,2840.1,17.94,2025-12-21
1859,146,4505.6,24.2,2025-12-21
2225,178,1225.0,7.17,2025-12-21
2758,213,5248.1,32.72,2025-12-21
2772,214,1740.4,13.53,2025-12-21
2780,214,2618.5,18.62,2025-12-21
2983,229,4145.6,27.65,2025-12-21
3467,256,1648.4,12.25,2025-12-21
3759,283,5548.6,32.34,2025-12-21
3985,299,1698.7,10.67,2025-12-21
4147,311,4054.3,26.71,2025-12-21
4898,376,6274.5,30.76,2025-12-21
5038,389,2558.9,12.46,2025-12-21
5569,430,4683.9,26.14,2025-12-21
5629,434,2615.5,16.17,2025-12-21
5676,436,1196.5,9.99,2025-12-21
5866,450,3694.0,19.13,2025-12-21
6334,491,2149.6,13.02,2025-12-21
7173,550,2377.2,19.9,2025-12-21
7306,559,1255.2,7.9,2025-12-21
7325,560,1163.5,8.43,2025-12-21
7485,572,3689.9,20.83,2025-12-21
8171,625,2871.9,18.23,2025-12-21
8367,644,7537.4,35.53,2025-12-21
11412,856,1579.3,12.57,2025-12-21
11942,898,1320.3,13.4,2025-12-21
12094,906,2736.7,20.74,2025-12-21
12252,917,1270.1,10.71,2025-12-21
13421,1003,4074.5,24.39,2025-12-21
13659,1022,4361.3,22.76,2025-12-21
13725,1028,2685.5,14.5,2025-12-21
13850,1036,1523.1,9.23,2025-12-21
14245,1068,2410.6,13.68,2025-12-21
14277,1071,1894.8,16.07,2025-12-21
14326,1073,3987.6,23.54,2025-12-21
14935,1113,1233.8,10.52,2025-12-21
15162,1127,3441.5,28.54,2025-12-21
15888,1170,3121.5,14.44,2025-12-21
16016,1181,3240.5,23.72,2025-12-21
16531,1223,907.3,8.67,2025-12-21
17670,1302,1476.4,10.67,2025-12-21
18976,1400,1879.4,11.87,2025-12-21
19853,1464,1195.0,9.0,2025-12-21
19965,1470,4816.1,26.41,2025-12-21
186,17,1911.1,15.97,2025-12-22
473,36,1955.7,10.31,2025-12-22
873,72,4151.2,23.12,2025-12-22
1200,97,3812.0,30.79,2025-12-22
1625,125,1754.0,11.32,2025-12-22
2213,178,2211.0,11.8,2025-12-22
2254,179,2366.9,13.96,2025-12-22
2672,207,3603.9,18.22,2025-12-22
3370,250,11946.3,57.31,2025-12-22
3938,297,6816.0,38.07,2025-12-22
4115,309,3767.8,38.38,2025-12-22
4397,335,3180.2,20.05,2025-12-22
4602,353,1804.3,14.55,2025-12-22
5075,391,3657.1,24.15,2025-12-22
5584,430,2323.2,10.91,2025-12-22
5678,436,2239.0,15.43,2025-12-22
6638,513,3595.2,15.24,2025-12-22
7368,562,1670.0,16.56,2025-12-22
7469,572,4701.0,27.78,2025-12-22
8911,684,2336.6,13.91,2025-12-22
9077,693,2750.3,14.96,2025-12-22
9968,756,4882.0,31.08,2025-12-22
10773,807,4603.7,23.78,2025-12-22
12158,911,4176.7,25.62,2025-12-22
12423,929,867.1,5.37,2025-12-22
12975,971,3498.5,17.26,2025-12-22
12984,972,5183.2,30.05,2025-12-22
13133,982,4988.5,27.54,2025-12-22
13559,1015,948.0,7.61,2025-12-22
13852,1036,1867.3,14.0,2025-12-22
13874,1040,2386.6,18.57,2025-12-22
14042,1051,2515.1,12.97,2025-12-22
14094,1057,1477.3,10.02,2025-12-22
14137,1061,3607.2,20.25,2025-12-22
14515,1085,2986.5,26.47,2025-12-22
15064,1122,5478.9,27.46,2025-12-22
15290,1137,1126.5,12.68,2025-12-22
15546,1155,2059.8,14.74,2025-12-22
15617,1158,2610.5,22.96,2025-12-22
15829,1168,2378.0,16.73,2025-12-22
16467,1217,1358.6,9.46,2025-12-22
17285,1272,2838.8,17.33,2025-12-22
17451,1283,3249.5,20.34,2025-12-22
17556,1294,5764.1,45.22,2025-12-22
17642,1299,7115.7,42.94,2025-12-22
18523,1358,5534.7,30.43,2025-12-22
18801,1383,0.0,0.0,2025-12-22
19085,1406,2092.8,14.46,2025-12-22
