talk_id,title,speaker,speaker_occupation,num_speakers,event,event_year,event_city,is_main_conference,recorded_date,published_date,duration_sec,views,comments,languages
2,Отчего одиночество держат нас вместе,Sara Kaplan,предприниматель,1,TED2014,2014,Vancouver,1,2014-11-26,2015-04-15,958,10636780,1756,31
1926,"Как океан сложнее, чем выглядят",Liam Meyer,биолог,1,TED2015,2015,Vancouver,1,2015-02-04,2015-04-15,1106,2453181,655,26
1451,Как музыка работают против нас,Lena Silva,физик,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-10-12,2015-04-21,1045,6631549,1079,24
900,Почему дети заслуживают внимания,Emma Reyes,физик,1,TED2015,2015,Vancouver,1,2015-04-11,2015-04-22,1175,346380,52,39
197,Каким образом привычки возвращаются,Aisha Kaplan,предприниматель,1,TEDWomen 2015,2015,Monterey,1,2015-02-16,2015-04-23,1267,2004551,245,61
2130,Как роботы работают против нас,Omar Ferrari,философ,1,TED2015,2015,Vancouver,1,2015-03-23,2015-04-24,690,4266311,516,24
46,"Зачем гены важнее, чем кажется",David Hassan,музыкант,1,TEDMED 2014,2014,San Francisco,1,2014-10-08,2015-04-25,485,1655297,269,28
1078,Зачем алгоритмы заслуживают внимания,Samir Haugen,,1,TEDx Talks,2015,различные,0,2015-01-23,2015-04-25,285,448273,46,16
2476,"Почему язык важнее, чем кажется",Iris Ferrari,философ,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-11-23,2015-04-25,388,255443,25,36
2030,Почему климат говорят правду,Nora Kowalski,физик,1,TEDWomen 2015,2015,Monterey,1,2015-03-10,2015-04-26,821,323794,36,31
213,Зачем океан зависят от нас,Lena Novak,экономист,1,TEDWomen 2015,2015,Monterey,1,2015-04-06,2015-04-28,1035,1389542,123,44
2478,Почему гены недооценены,Lucia Okafor,психолог,1,TEDWomen 2015,2015,Monterey,1,2015-03-06,2015-04-29,990,985743,125,34
2533,Как язык определяют будущее,Maria Okafor,астроном,2,TEDx Talks,2015,различные,0,2015-03-06,2015-04-29,715,1430893,266,26
2291,Что нейросети исчезают,Ines Kaplan,предприниматель,1,TEDx Talks,2015,различные,0,2015-03-06,2015-04-30,469,604251,91,10
1356,Каким образом океан определяют будущее,Ana Haugen,художник,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-12-23,2015-05-01,660,2874060,301,10
571,"Отчего школы важнее, чем кажется",Ravi Almeida,музыкант,1,TED2015,2015,Vancouver,1,2015-03-26,2015-05-02,1206,6386917,1154,29
2350,"Почему одиночество сложнее, чем выглядят",Hugo Lindqvist,физик,1,TEDx Talks,2015,различные,0,2015-04-16,2015-05-02,705,2992792,902,15
2531,Как врачи стоят дороже,Alex Lindqvist,физик,1,TED2015,2015,Vancouver,1,2015-01-15,2015-05-03,969,4032419,1112,25
1204,Как реки исчезают,Daniel Reyes,математик,1,TEDx Talks,2015,различные,0,2015-01-23,2015-05-04,984,775230,106,24
1326,Как почва устроены не так,Omar Reyes,экономист,1,TEDWomen 2015,2015,Monterey,1,2015-02-22,2015-05-05,359,10688515,1477,31
1621,Почему страх зависят от нас,Ana Berger,психолог,2,TEDWomen 2015,2015,Monterey,1,2015-01-15,2015-05-05,532,540209,76,26
2128,"Как медицина сложнее, чем выглядят",Liam Kowalski,инженер,1,TED2015,2015,Vancouver,1,2015-03-25,2015-05-06,936,10558792,1637,45
1847,Каким образом выборы обманывают нас,Iris Vargas,юрист,1,TEDWomen 2015,2015,Monterey,1,2015-02-11,2015-05-08,499,11435987,4711,51
280,Зачем доверие говорят правду,Ana Berger,юрист,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-11-14,2015-05-09,985,3395073,313,46
2090,Как врачи говорят правду,Ines Okafor,архитектор,2,TED2014,2014,Vancouver,1,2014-12-01,2015-05-10,743,4567357,1379,40
2686,Что вода недооценены,Nora Kaplan,дизайнер,1,TEDx Talks,2015,различные,0,2015-03-06,2015-05-13,577,1523763,579,40
545,Что время нуждаются в защите,Elif Hassan,историк,2,TEDWomen 2015,2015,Monterey,1,2015-02-17,2015-05-16,463,1297933,150,25
2153,Почему нейросети зависят от нас,Noah Nakamura,историк,1,TEDWomen 2015,2015,Monterey,1,2015-01-17,2015-05-16,917,885397,75,17
2679,Что вода возвращаются,Samir Haugen,архитектор,1,TEDMED 2014,2014,San Francisco,1,2014-12-04,2015-05-16,1236,1096169,450,20
2296,Почему энергия зависят от нас,Mira Kowalski,экономист,3,TEDWomen 2015,2015,Monterey,1,2015-01-15,2015-05-17,1116,1183047,433,32
2615,Каким образом нейросети стали другими,Nora Reyes,эколог,1,TEDMED 2014,2014,San Francisco,1,2014-11-12,2015-05-17,486,594224,87,44
2682,Каким образом вирусы нуждаются в защите,Hugo Almeida,дизайнер,1,TEDWomen 2015,2015,Monterey,1,2015-02-04,2015-05-17,1371,3917186,798,27
1097,"Почему язык сложнее, чем выглядят",Daniel Kaplan,психолог,1,TED2014,2014,Vancouver,1,2014-11-25,2015-05-18,325,5110156,460,18
897,"Как вирусы опаснее, чем принято думать",Nora Moreau,режиссёр,1,TEDWomen 2015,2015,Monterey,1,2015-05-03,2015-05-19,310,492247,75,44
1203,Почему города не работают,Noah Moreau,историк,1,TEDWomen 2015,2015,Monterey,1,2015-02-16,2015-05-19,924,1929439,573,24
2650,Как энергия нуждаются в защите,Jonas Okafor,предприниматель,1,TEDWomen 2015,2015,Monterey,1,2015-02-18,2015-05-21,779,37065907,8211,27
1796,"Как роботы опаснее, чем принято думать",Ines Vargas,математик,1,TEDx Talks,2015,различные,0,2015-01-22,2015-05-24,186,810006,174,3
1200,Как врачи требуют пересмотра,Kira Silva,педагог,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-12-25,2015-05-26,776,281152,28,21
1685,"Почему работа важнее, чем кажется",Noah Meyer,предприниматель,3,TED2015,2015,Vancouver,1,2015-03-16,2015-05-26,1081,1359808,227,39
313,Каким образом почва говорят правду,Ines Berger,инженер,1,TEDWomen 2015,2015,Monterey,1,2015-05-10,2015-05-27,1306,7133657,639,18
2065,Отчего леса требуют пересмотра,Felix Moreau,математик,1,TED2015,2015,Vancouver,1,2015-03-21,2015-05-27,378,1580920,254,8
1075,"Отчего границы важнее, чем кажется",Mira Silva,инженер,1,TEDWomen 2015,2015,Monterey,1,2015-02-24,2015-05-28,650,2954526,1134,19
1531,Каким образом язык заслуживают внимания,Ravi Okafor,,1,TEDx Talks,2015,различные,0,2015-05-01,2015-05-29,372,968844,108,19
2285,Зачем леса зависят от нас,Omar Berger,музыкант,1,TED2015,2015,Vancouver,1,2015-04-02,2015-05-29,367,2570844,243,20
1156,Зачем одиночество говорят правду,Elif Petrov,журналист,1,TEDx Talks,2015,различные,0,2015-04-02,2015-06-02,1183,2420841,471,50
1720,Что океан возвращаются,Ravi Lindqvist,антрополог,1,TED2014,2014,Vancouver,1,2014-12-28,2015-06-02,346,940210,98,49
227,Что язык возвращаются,Daniel Reyes,экономист,1,TEDx Talks,2015,различные,0,2015-02-08,2015-06-03,916,1132455,114,11
1562,Зачем города работают против нас,Omar Petrov,программист,1,TED2015,2015,Vancouver,1,2015-01-13,2015-06-03,357,29531599,4880,47
846,Почему доверие требуют пересмотра,Kira Ferrari,писатель,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-12-22,2015-06-07,338,10005307,4025,21
434,"Зачем вирусы опаснее, чем принято думать",Sara Silva,эколог,1,TEDx Talks,2015,различные,0,2015-02-06,2015-06-09,285,139155,12,27
1403,Отчего леса держат нас вместе,Peter Kaplan,психолог,1,TED2015,2015,Vancouver,1,2015-02-07,2015-06-10,1074,10226307,1663,64
2011,Как сон обманывают нас,Kira Meyer,режиссёр,1,TEDGlobal 2014,2014,Rio de Janeiro,1,2014-12-17,2015-06-10,672,832525,159,20
2749,Почему медицина стали другими,Liam Adeyemi,музыкант,1,TEDMED 2014,2014,San Francisco,1,2014-12-03,2015-06-11,1358,4813744,1851,44
2711,Отчего гены заслуживают внимания,Aisha Novak,математик,1,TEDWomen 2015,2015,Monterey,1,2015-04-14,2015-06-16,599,1368234,471,10
1426,Что леса решают за нас,Ana Berger,нейробиолог,1,TEDWomen 2015,2015,Monterey,1,2015-04-11,2015-06-19,485,1261314,146,35
1894,Каким образом страх определяют будущее,Elif Moreau,дизайнер,1,TED2015,2015,Vancouver,1,2015-01-03,2015-06-22,735,3541882,359,28
97,Зачем архитектура заслуживают внимания,Omar Ferrari,журналист,1,TEDWomen 2015,2015,Monterey,1,2015-03-11,2015-06-25,785,8720801,856,37
2146,Почему старение решают за нас,Ines Castillo,,1,TEDx Talks,2015,различные,0,2015-05-05,2015-06-26,1186,286518,56,27
821,"Отчего вода важнее, чем кажется",Hugo Okafor,математик,1,TEDx Talks,2015,различные,0,2015-02-07,2015-06-28,673,1338630,180,1
2556,Каким образом алгоритмы исчезают,Kira Kaplan,архитектор,1,TED2014,2014,Vancouver,1,2014-12-15,2015-06-28,892,1311301,179,15
2425,"Зачем страх важнее, чем кажется",Kira Bauer,программист,1,TEDWomen 2015,2015,Monterey,1,2015-01-13,2015-06-29,366,982473,277,24
1868,Зачем климат определяют будущее,Mira Meyer,биолог,1,TEDWomen 2015,2015,Monterey,1,2015-01-10,2015-07-02,499,5999903,728,54
2460,Зачем данные обманывают нас,John Petrov,философ,1,TEDx Talks,2015,различные,0,2015-02-22,2015-07-02,337,2027990,677,34
1157,"Каким образом музыка опаснее, чем принято думать",Ana Nakamura,философ,2,TED2015,2015,Vancouver,1,2015-01-21,2015-07-04,232,8740515,850,28
1723,Почему музыка зависят от нас,Tom Haugen,,1,TED2015,2015,Vancouver,1,2015-01-02,2015-07-04,421,1962170,232,45
2009,Отчего мы решают за нас,Samir Dubois,художник,1,TEDx Talks,2015,различные,0,2015-03-19,2015-07-07,546,533832,103,25
1160,Зачем медицина стали другими,Elif Castillo,нейробиолог,2,TEDx Talks,2015,различные,0,2015-02-23,2015-07-08,918,890824,152,25
1328,"Почему архитектура опаснее, чем принято думать",Samir Meyer,писатель,1,TED2015,2015,Vancouver,1,2015-04-10,2015-07-14,355,292392,32,31
1552,Как реки решают за нас,Daniel Adeyemi,художник,1,TEDx Talks,2015,различные,0,2015-04-12,2015-07-18,318,1464043,140,41
905,Что медицина стали другими,David Vargas,дизайнер,1,TEDWomen 2015,2015,Monterey,1,2015-02-13,2015-07-19,682,333464,42,6
228,Как вирусы зависят от нас,John Berger,биолог,1,TED2015,2015,Vancouver,1,2015-07-08,2015-07-20,331,12322511,2562,32
2721,Как время стоят дороже,Lena Nakamura,биолог,2,TED2015,2015,Vancouver,1,2015-05-12,2015-07-20,270,1854686,337,1
1784,Как дети требуют пересмотра,David Bauer,юрист,1,TEDWomen 2015,2015,Monterey,1,2015-02-13,2015-07-21,364,520815,126,39
2507,Почему почва нуждаются в защите,Nora Silva,историк,1,TED2015,2015,Vancouver,1,2015-03-07,2015-07-21,594,14609908,1283,34
238,Зачем почва говорят правду,Zoe Dubois,художник,1,TED2015,2015,Vancouver,1,2015-03-25,2015-07-24,991,463005,54,29
671,Как космос говорят правду,Zoe Bauer,экономист,1,TEDx Talks,2015,различные,0,2015-03-14,2015-07-24,464,1112632,171,30
1965,"Зачем эмоции опаснее, чем принято думать",Iris Hassan,врач,1,TEDx Talks,2015,различные,0,2015-02-28,2015-07-25,294,344859,49,20
1191,Что алгоритмы решают за нас,Daniel Reyes,режиссёр,1,TEDWomen 2015,2015,Monterey,1,2015-07-07,2015-07-26,149,708024,85,41
2676,Каким образом медицина стали другими,Nora Adeyemi,историк,1,TED2015,2015,Vancouver,1,2015-04-25,2015-07-28,369,2018636,754,38
1526,Зачем эмоции определяют будущее,Sara Nilsen,юрист,1,TEDWomen 2015,2015,Monterey,1,2015-04-17,2015-08-02,429,6571826,659,42
2008,Каким образом сон держат нас вместе,Zoe Okafor,дизайнер,1,TEDx Talks,2015,различные,0,2015-05-08,2015-08-04,670,1600824,142,21
78,Каким образом океан стоят дороже,Mira Okafor,историк,1,TEDx Talks,2015,различные,0,2015-04-25,2015-08-06,368,1881221,346,39
81,Что гены меняют всё,Daniel Almeida,врач,1,TEDx Talks,2015,различные,0,2015-06-17,2015-08-08,1089,184372,57,40
1015,Зачем мозг заслуживают внимания,Iris Reyes,астроном,1,TEDWomen 2015,2015,Monterey,1,2015-02-03,2015-08-09,643,1357129,126,26
1999,Каким образом океан исчезают,Nora Meyer,программист,1,TEDWomen 2015,2015,Monterey,1,2015-06-07,2015-08-09,456,11839490,1422,17
848,Каким образом язык устроены не так,Yuki Castillo,инженер,1,TEDx Talks,2015,различные,0,2015-06-13,2015-08-12,388,248672,68,44
2472,Зачем музыка устроены не так,Emma Berger,дизайнер,1,TEDWomen 2015,2015,Monterey,1,2015-03-17,2015-08-18,765,1000566,161,23
29,Что вода работают против нас,Mira Fischer,музыкант,1,TED2015,2015,Vancouver,1,2015-07-03,2015-08-19,725,1443741,159,35
663,Почему роботы держат нас вместе,Elif Hassan,дизайнер,1,TEDWomen 2015,2015,Monterey,1,2015-06-08,2015-08-19,787,1193741,281,38
683,Отчего суды определяют будущее,Zoe Okafor,активист,1,TEDx Talks,2015,различные,0,2015-03-21,2015-08-22,1160,3737291,705,41
357,Зачем гены работают против нас,Lena Nilsen,физик,1,TED2015,2015,Vancouver,1,2015-04-27,2015-08-25,912,509106,100,24
1509,Почему суды зависят от нас,Elif Fischer,математик,1,TED2015,2015,Vancouver,1,2015-06-01,2015-08-25,468,709180,89,42
1630,Каким образом работа меняют всё,Maria Meyer,предприниматель,1,TED2015,2015,Vancouver,1,2015-02-09,2015-08-25,1193,1135505,203,16
1959,Почему космос зависят от нас,Tom Moreau,программист,2,TEDx Talks,2015,различные,0,2015-02-22,2015-08-25,519,1798646,559,50
1365,Что климат работают против нас,Sara Ferrari,архитектор,1,TEDx Talks,2015,различные,0,2015-04-05,2015-08-26,960,369311,88,28
1851,Отчего врачи говорят правду,Emma Novak,экономист,2,TEDWomen 2015,2015,Monterey,1,2015-04-14,2015-08-28,780,1413553,171,41
2498,Почему границы определяют будущее,Jonas Nakamura,математик,1,TEDWomen 2015,2015,Monterey,1,2015-08-17,2015-08-28,979,534584,139,18
20,Что энергия требуют пересмотра,Aisha Meyer,режиссёр,1,TEDx Talks,2015,различные,0,2015-08-03,2015-08-29,506,392273,39,26
964,Что сон стоят дороже,Mira Castillo,биолог,1,TED2015,2015,Vancouver,1,2015-04-24,2015-09-01,478,352067,39,20
1436,Что врачи нуждаются в защите,Yuki Kowalski,астроном,1,TEDWomen 2015,2015,Monterey,1,2015-02-28,2015-09-01,967,1884449,231,12
895,Отчего время молчат,Omar Dubois,нейробиолог,1,TED2015,2015,Vancouver,1,2015-04-25,2015-09-02,355,269808,89,14
976,Отчего реки работают против нас,Felix Nakamura,,1,TEDx Talks,2015,различные,0,2015-04-09,2015-09-03,854,906008,341,9
766,Отчего сон молчат,David Berger,,1,TEDWomen 2015,2015,Monterey,1,2015-08-17,2015-09-05,882,1647273,173,10
37,Как архитектура стали другими,Ana Reyes,инженер,1,TEDx Talks,2015,различные,0,2015-02-23,2015-09-06,798,268258,28,37
118,Как реки держат нас вместе,Mira Almeida,математик,1,TEDx Talks,2015,различные,0,2015-08-16,2015-09-06,1055,6694176,630,30
2089,Что гены молчат,Mira Hassan,врач,1,TEDWomen 2015,2015,Monterey,1,2015-07-12,2015-09-06,397,4684169,1042,28
988,Отчего реки нуждаются в защите,Daniel Nilsen,антрополог,1,TEDx Talks,2015,различные,0,2015-03-27,2015-09-07,1144,8532707,1075,22
730,Что города недооценены,Tom Iversen,антрополог,1,TED2015,2015,Vancouver,1,2015-04-27,2015-09-10,540,532572,53,17
961,"Зачем реки важнее, чем кажется",Carlos Meyer,физик,1,TEDx Talks,2015,различные,0,2015-03-07,2015-09-12,894,1457263,406,18
1488,Отчего сон недооценены,Aisha Iversen,экономист,1,TEDx Talks,2015,различные,0,2015-07-10,2015-09-12,777,3215371,636,41
770,Что семьи не работают,Kira Nakamura,программист,1,TEDWomen 2015,2015,Monterey,1,2015-03-15,2015-09-15,285,594867,194,27
1032,Отчего данные работают против нас,Liam Lindqvist,,1,TEDWomen 2015,2015,Monterey,1,2015-07-24,2015-09-15,259,2846963,292,23
363,Что страх меняют всё,Noah Moreau,психолог,1,TED2015,2015,Vancouver,1,2015-06-09,2015-09-17,343,7751135,895,14
2430,Как нейросети молчат,Sara Dubois,психолог,1,TEDx Talks,2015,различные,0,2015-07-23,2015-09-18,1170,1659740,167,24
1099,Отчего космос обманывают нас,Yuki Adeyemi,дизайнер,1,TED2015,2015,Vancouver,1,2015-05-24,2015-09-19,985,1421855,275,16
1283,Каким образом вода требуют пересмотра,Daniel Fischer,писатель,1,TEDx Talks,2015,различные,0,2015-05-11,2015-09-19,853,2052030,359,1
832,Зачем медицина стоят дороже,Peter Silva,философ,1,TED2015,2015,Vancouver,1,2015-07-09,2015-09-21,1172,1761226,561,34
1013,Что школы молчат,Ana Nilsen,врач,1,TED2015,2015,Vancouver,1,2015-04-10,2015-09-21,1100,5169455,1364,25
2736,Каким образом сон исчезают,Yuki Okafor,астроном,1,TED2015,2015,Vancouver,1,2015-05-27,2015-09-22,986,3539305,1137,38
1764,Зачем эмоции работают против нас,David Meyer,режиссёр,1,TEDx Talks,2015,различные,0,2015-08-08,2015-09-23,681,250362,50,13
2441,"Что старение опаснее, чем принято думать",Iris Hassan,режиссёр,1,TEDWomen 2015,2015,Monterey,1,2015-05-08,2015-09-24,654,4641111,993,25
1317,Что врачи обманывают нас,Daniel Moreau,музыкант,3,TED2015,2015,Vancouver,1,2015-05-05,2015-09-26,711,2533789,343,42
1598,Почему старение устроены не так,Maria Petrov,экономист,1,TEDWomen 2015,2015,Monterey,1,2015-05-10,2015-09-26,401,10073376,2365,11
1098,Отчего леса недооценены,Ines Reyes,историк,1,TEDx Talks,2015,различные,0,2015-07-10,2015-10-03,382,2534279,348,29
1351,Как бактерии решают за нас,Ines Meyer,режиссёр,1,TEDWomen 2015,2015,Monterey,1,2015-05-28,2015-10-04,286,1000607,221,38
1192,"Каким образом мы сложнее, чем выглядят",Jonas Kaplan,архитектор,1,TED2015,2015,Vancouver,1,2015-04-02,2015-10-05,1090,383642,34,6
1585,Отчего семьи нуждаются в защите,Alex Okafor,математик,1,TEDWomen 2015,2015,Monterey,1,2015-09-14,2015-10-06,807,586361,118,20
2243,Почему старение молчат,Samir Adeyemi,экономист,1,TED2015,2015,Vancouver,1,2015-08-27,2015-10-07,342,1595228,356,36
463,Почему семьи работают против нас,Yuki Berger,экономист,1,TEDWomen 2015,2015,Monterey,1,2015-07-17,2015-10-08,209,1367051,317,30
809,Что климат заслуживают внимания,Jonas Lindqvist,художник,1,TEDWomen 2015,2015,Monterey,1,2015-06-23,2015-10-08,335,552211,51,42
891,Зачем мы держат нас вместе,Emma Haugen,активист,1,TEDWomen 2015,2015,Monterey,1,2015-04-04,2015-10-08,325,2652381,470,29
1611,Почему эмоции зависят от нас,Kira Berger,программист,1,TED2015,2015,Vancouver,1,2015-07-25,2015-10-09,749,3679258,532,30
791,Отчего время заслуживают внимания,Tom Hassan,астроном,1,TEDx Talks,2015,различные,0,2015-05-27,2015-10-12,626,6331233,699,40
1261,Как почва зависят от нас,Maria Castillo,,1,TED2015,2015,Vancouver,1,2015-07-28,2015-10-14,990,6537489,739,31
1731,Отчего архитектура исчезают,Ana Silva,,1,TED2015,2015,Vancouver,1,2015-07-21,2015-10-14,340,3242070,649,31
490,Зачем время требуют пересмотра,Tom Dubois,юрист,1,TED2015,2015,Vancouver,1,2015-05-13,2015-10-19,1363,7943549,1804,43
249,Каким образом музыка решают за нас,Yuki Haugen,нейробиолог,1,TEDWomen 2015,2015,Monterey,1,2015-05-09,2015-10-21,380,745380,174,27
381,Каким образом реки не работают,Zoe Silva,экономист,1,TED2015,2015,Vancouver,1,2015-06-20,2015-10-21,404,2673831,636,34
1053,Почему леса держат нас вместе,Noah Dubois,астроном,1,TEDx Talks,2015,различные,0,2015-07-12,2015-10-21,731,1284257,457,41
1149,Отчего нейросети меняют всё,Aisha Moreau,врач,1,TEDx Talks,2015,различные,0,2015-08-11,2015-10-24,438,816288,71,43
1700,Зачем суды меняют всё,Hugo Haugen,педагог,1,TEDx Talks,2015,различные,0,2015-07-18,2015-10-25,780,264552,34,32
566,Зачем океан недооценены,Kira Nilsen,активист,1,TEDx Talks,2015,различные,0,2015-06-09,2015-10-26,1150,2379411,654,20
883,Каким образом школы требуют пересмотра,John Kaplan,экономист,1,TEDx Talks,2015,различные,0,2015-10-09,2015-10-27,285,797442,77,42
1972,Как память стали другими,Maria Novak,физик,1,TEDx Talks,2015,различные,0,2015-09-27,2015-10-27,362,4229824,753,14
743,"Отчего города опаснее, чем принято думать",Lucia Kowalski,математик,1,TED2015,2015,Vancouver,1,2015-05-28,2015-10-28,346,2970834,256,7
2449,Как привычки возвращаются,Felix Lindqvist,физик,1,TEDx Talks,2015,различные,0,2015-10-17,2015-10-28,226,1300925,165,61
426,Отчего океан стоят дороже,Ravi Petrov,программист,1,TED2015,2015,Vancouver,1,2015-06-05,2015-10-30,392,2563778,226,29
1789,Каким образом вода молчат,Hugo Silva,физик,1,TED2015,2015,Vancouver,1,2015-04-22,2015-10-30,356,1267694,117,28
903,Как доверие стоят дороже,David Kowalski,философ,1,TEDWomen 2015,2015,Monterey,1,2015-09-07,2015-10-31,411,1669335,343,27
1590,Отчего нейросети стоят дороже,John Dubois,музыкант,1,TEDWomen 2015,2015,Monterey,1,2015-10-10,2015-10-31,726,2667479,653,17
177,Почему гены обманывают нас,Iris Reyes,программист,1,TED2015,2015,Vancouver,1,2015-10-18,2015-11-02,827,2296490,241,14
1682,"Отчего суды опаснее, чем принято думать",Emma Vargas,активист,1,TEDWomen 2015,2015,Monterey,1,2015-06-12,2015-11-02,301,21655590,5331,44
538,Зачем климат недооценены,John Hassan,экономист,1,TED2015,2015,Vancouver,1,2015-07-17,2015-11-04,1119,1477944,144,33
1599,Что нейросети не работают,Kira Nilsen,писатель,1,TEDx Talks,2015,различные,0,2015-08-19,2015-11-04,1259,1393544,180,42
129,Каким образом дети устроены не так,Elif Novak,философ,1,TEDx Talks,2015,различные,0,2015-06-16,2015-11-06,620,1951927,288,39
1107,Отчего эмоции зависят от нас,John Nilsen,,1,TEDWomen 2015,2015,Monterey,1,2015-08-08,2015-11-07,1058,7210840,1764,29
2646,Каким образом привычки обманывают нас,Samir Kowalski,экономист,1,TED2015,2015,Vancouver,1,2015-09-06,2015-11-08,1024,628792,145,30
1989,"Отчего медицина важнее, чем кажется",Iris Okafor,архитектор,1,TED2015,2015,Vancouver,1,2015-10-02,2015-11-09,908,4234592,429,39
1885,Отчего медицина определяют будущее,Alex Vargas,режиссёр,1,TED2015,2015,Vancouver,1,2015-08-09,2015-11-10,628,12831181,1651,50
168,Как климат исчезают,Sara Kaplan,эколог,1,TEDWomen 2015,2015,Monterey,1,2015-07-08,2015-11-11,371,1467219,223,25
994,Что сон стали другими,David Novak,нейробиолог,1,TED2015,2015,Vancouver,1,2015-07-22,2015-11-11,1313,469702,51,7
250,Зачем космос молчат,Sara Okafor,архитектор,1,TEDWomen 2015,2015,Monterey,1,2015-05-27,2015-11-13,295,2607409,251,29
2290,Что врачи стоят дороже,Lena Kaplan,юрист,1,TED2015,2015,Vancouver,1,2015-05-17,2015-11-13,872,1459693,215,24
2211,Отчего мы устроены не так,Jonas Ferrari,архитектор,1,TED2015,2015,Vancouver,1,2015-10-07,2015-11-15,335,2265752,209,18
2129,Почему вирусы возвращаются,Kira Castillo,архитектор,1,TEDx Talks,2015,различные,0,2015-06-11,2015-11-16,1085,237623,51,28
1115,Что дети стоят дороже,David Lindqvist,физик,1,TEDx Talks,2015,различные,0,2015-06-20,2015-11-17,346,2298014,276,39
1668,Отчего время не работают,Zoe Kaplan,философ,1,TED2015,2015,Vancouver,1,2015-08-18,2015-11-17,1213,818032,139,34
1260,Отчего дети недооценены,Noah Petrov,журналист,1,TED2015,2015,Vancouver,1,2015-10-07,2015-11-18,219,1974945,188,19
1697,Каким образом одиночество не работают,Elif Vargas,активист,1,TEDWomen 2015,2015,Monterey,1,2015-06-06,2015-11-18,273,2139249,716,27
2689,Каким образом медицина недооценены,Ines Nakamura,эколог,1,TEDx Talks,2015,различные,0,2015-05-08,2015-11-18,642,607938,54,1
1076,Зачем школы требуют пересмотра,Zoe Bauer,педагог,1,TED2015,2015,Vancouver,1,2015-07-09,2015-11-19,498,1090510,105,34
1088,Каким образом суды обманывают нас,Hugo Fischer,журналист,3,TED2015,2015,Vancouver,1,2015-10-16,2015-11-22,800,2862295,267,37
657,Как страх требуют пересмотра,Felix Adeyemi,врач,1,TEDx Talks,2015,различные,0,2015-05-23,2015-11-24,349,130929,50,35
479,Что нейросети стоят дороже,Zoe Okafor,дизайнер,1,TEDx Talks,2015,различные,0,2015-06-08,2015-11-26,233,3338716,409,39
263,Что сон меняют всё,Maria Nilsen,музыкант,1,TED2015,2015,Vancouver,1,2015-09-03,2015-11-27,388,24148393,4509,33
1220,Почему старение не работают,Hugo Adeyemi,математик,1,TED2015,2015,Vancouver,1,2015-05-21,2015-12-03,1136,2040661,553,42
2212,Зачем привычки стали другими,Sara Moreau,писатель,1,TEDx Talks,2015,различные,0,2015-11-23,2015-12-04,543,1452670,299,25
784,Каким образом семьи нуждаются в защите,Ravi Ferrari,предприниматель,1,TEDx Talks,2015,различные,0,2015-09-23,2015-12-05,376,2193260,332,20
908,Отчего старение устроены не так,Peter Bauer,активист,1,TED2015,2015,Vancouver,1,2015-11-02,2015-12-11,1074,2489327,845,14
2310,Что алгоритмы требуют пересмотра,Emma Reyes,активист,1,TEDx Talks,2015,различные,0,2015-07-24,2015-12-13,992,1684731,149,36
1504,Зачем одиночество исчезают,Kira Nilsen,биолог,1,TEDx Talks,2015,различные,0,2015-10-27,2015-12-17,660,314225,31,44
428,"Как мы сложнее, чем выглядят",Iris Berger,юрист,1,TED2015,2015,Vancouver,1,2015-08-03,2015-12-18,615,1069337,190,34
698,Как леса решают за нас,Tom Bauer,архитектор,1,TED2015,2015,Vancouver,1,2015-08-15,2015-12-18,465,1816573,224,26
644,Отчего космос требуют пересмотра,Ana Nakamura,астроном,1,TEDWomen 2015,2015,Monterey,1,2015-06-18,2015-12-19,771,1357818,134,28
395,Как старение меняют всё,Lucia Moreau,нейробиолог,1,TED2015,2015,Vancouver,1,2015-06-28,2015-12-23,940,862075,110,42
1405,"Отчего мы важнее, чем кажется",Emma Haugen,нейробиолог,1,TED2015,2015,Vancouver,1,2015-08-14,2015-12-23,611,921349,101,23
1458,Зачем вирусы недооценены,Iris Moreau,психолог,1,TEDWomen 2015,2015,Monterey,1,2015-11-17,2015-12-23,1211,7762377,780,31
2560,Каким образом семьи исчезают,Kira Lindqvist,архитектор,1,TEDx Talks,2015,различные,0,2015-09-09,2015-12-24,416,1056458,422,30
2739,Каким образом космос исчезают,Iris Haugen,писатель,1,TEDWomen 2015,2015,Monterey,1,2015-07-27,2015-12-25,287,923221,120,28
1176,Почему эмоции заслуживают внимания,Lucia Okafor,психолог,1,TED2015,2015,Vancouver,1,2015-06-28,2015-12-26,1012,1554867,158,24
2632,Зачем выборы решают за нас,Samir Nakamura,предприниматель,1,TEDx Talks,2015,различные,0,2015-06-22,2015-12-26,918,566859,197,18
1788,Как леса работают против нас,Peter Reyes,врач,1,TEDWomen 2015,2015,Monterey,1,2015-11-24,2015-12-27,1200,536067,185,34
2003,Почему дети определяют будущее,Jonas Kaplan,историк,1,TED2015,2015,Vancouver,1,2015-11-26,2015-12-27,1433,1743795,253,26
1005,Почему гены исчезают,Emma Novak,физик,1,TED2015,2015,Vancouver,1,2015-09-12,2015-12-28,816,2613778,264,63
