object_id,name,category,is_chain,district,okrug,seats,avg_bill,rating,reviews_count,hours,lat,lon
6867,Вечерний причал 6867,СТОЛОВАЯ,0,Донской,ЮАО,39,,4.0,16,10:00-02:00,55.619239,37.685147
6868,Северный чайник 6868,ресторан,0,Кузьминки,ЮВАО,,1190.0,,15,круглосуточно,55.642728,37.718572
6869,Додо Пицца,фастфуд,1,Ясенево,ЮЗАО,23,350.0,4.3,19,12:00-00:00,55.709644,37.690287
6870,Домашний колодец 6870,кафе,0,Кузьминки,ЮВАО,44,1490.0,4.5,17,10:00-02:00,55.682538,37.486423
6871,Вечерний уголок 6871,булочная,0,Кузьминки,ЮВАО,15,140.0,4.3,108,10:00-02:00,55.638187,37.524884
6872,Кулинарная лавка,бар,1,Басманный,ЦАО,65,3080.0,4.1,176,10:00-02:00,55.703969,37.6144
6873,Ореховый подвал 6873,бар,0,Сокол,САО,33,нет данных,3.8,89,07:00-21:00,55.803604,37.768039
6874,Старый переулок 6874,кафе,0,Строгино,СЗАО,29,600.0,3.8,13,10:00-22:00,55.811024,37.614053
6875,One Price Coffee,фастфуд,1,Соколиная Гора,ВАО,25,430.0,3.9,53,10:00-02:00,55.654863,37.572308
6876,Стардог!s,кафе,1,Тверской,ЦАО,12,1050.0,4.2,36,08:00-22:00,55.835414,37.583577
6877,Синий фонарь 6877,фастфуд,0,Раменки,ЗАО,21,320.0,4.4,305,10:00-02:00,55.748266,37.460471
6878,Красный базар 6878,ресторан,0,Марьино,ЮВАО,85,980.0,4.2,22,10:00-02:00,55.572325,37.626507
6879,Кофе Хауз,кафе,1,Арбат,ЦАО,,2630.0,3.8,60,круглосуточно,55.893197,37.732466
6880,Шоколадница,СТОЛОВАЯ,1,Дорогомилово,ЗАО,84,490.0,4.2,317,нет данных,55.697138,37.653783
6881,Домашний фонарь 6881,фастфуд,0,Сокол,САО,,540.0,3.5,39,09:00-23:00,55.869818,37.594306
6882,Ореховый дом 6882,кафе,0,Хорошёво-Мнёвники,СЗАО,28,1000.0,3.6,207,11:00-23:00,55.861316,37.463847
6883,Крошка Картошка,фастфуд,1,Донской,ЮАО,12,400.0,нет данных,61,10:00-22:00,55.673583,37.604701
6884,Зелёный балкон 6884,булочная,0,Строгино,СЗАО,4,220.0,5.0,37,11:00-23:00,55.713479,37.513872
6885,Круглый мост 6885,столовая,0,Хамовники,ЦАО,113,720.0,4.2,49,,55.875227,37.535747
6886,Тёплый мост 6886,пиццерия,0,Марьино,ЮВАО,45,770.0,4.6,4,07:00-21:00,55.658961,37.421781
6887,Тихий квартал 6887,ресторан,0,Таганский,ЦАО,109,4870.0,5.0,5,круглосуточно,55.717322,37.53879
6888,Красный балкон 6888,ресторан,0,Академический,ЮЗАО,100,3910.0,3.3,32,10:00-02:00,55.804621,37.709048
6889,Хлебный дворик 6889,кафе,0,Хорошёво-Мнёвники,СЗАО,4,770.0,4.6,82,10:00-22:00,55.71412,37.64808
6890,Городской очаг 6890,кофейня,0,Академический,ЮЗАО,14,330.0,2.8,41,12:00-00:00,55.623638,37.552603
6891,Домашний мост 6891,КАФЕ,0,Тверской,ЦАО,17,3390.0,4.3,133,12:00-00:00,55.860597,37.633014
6892,Домашний дом 6892,столовая,0,Отрадное,СВАО,29,290.0,3.6,135,12:00-00:00,55.680039,37.473348
6893,Летний терраса 6893,РЕСТОРАН,0,Тверской,ЦАО,52,3850.0,4.7,11,09:00-23:00,55.682276,37.850598
6894,Синий причал 6894,фастфуд,0,Арбат,ЦАО,14,350.0,4.4,196,10:00-22:00,55.862334,37.601782
6895,Первый подвал 6895,кофейня,0,Арбат,ЦАО,23,910.0,3.9,17,07:00-21:00,55.875262,37.415227
6896,One Price Coffee,кофейня,1,Царицыно,ЮАО,28,410.0,н/д,92,07:00-21:00,55.780929,37.424332
6897,Додо Пицца,фастфуд,1,Щукино,СЗАО,12,410.0,4.1,155,07:00-21:00,55.712256,37.504891
6898,Зелёный переулок 6898,кафе,0,Тверской,ЦАО,52,2700.0,5.0,4,круглосуточно,55.729625,37.416504
6899,Ореховый уголок 6899,ресторан,0,Хорошево-Мневники,СЗАО,95,1990.0,4.2,17,08:00-22:00,55.695278,37.535471
6900,Дымный дворик 6900,пиццерия,0,Басманный,ЦАО,нет данных,1160.0,3.9,115,09:00-23:00,55.772507,37.713834
6901,Зелёный терраса 6901,ресторан,0,Пресненский,ЦАО,59,3880.0,3.8,32,10:00-02:00,55.850628,37.657025
6902,Уютный стол 6902,кофейня,0,Измайлово,ВАО,19,740.0,н/д,134,12:00-00:00,55.5799,37.65612
6903,Липовый терраса 6903,кафе,0,Строгино,СЗАО,34,1040.0,4.7,12,12:00-00:00,55.650257,37.528287
6904,Городской чайник 6904,бар,0,Арбат,ЦАО,58,1970.0,3.8,1,,55.887291,37.778636
6905,Липовый фонарь 6905,столовая,0,Чертаново Южное,ЮАО,92,250.0,3.6,8,07:00-21:00,55.843527,37.50493
6906,Крошка Картошка,ресторан,1,Строгино,СЗАО,76,,3.8,87,10:00-02:00,55.81188,37.710174
6907,Липовый балкон 6907,кафе,0,Чертаново Южное,ЮАО,48,нет данных,4.5,57,круглосуточно,55.646124,37.606083
6908,Северный балкон 6908,ресторан,0,Хамовники,ЦАО,88,8900.0,4.7,41,,55.903629,37.752791
6909,Синий чайник 6909,фастфуд,0,Таганский,ЦАО,4,1310.0,3.1,35,нет данных,55.565211,37.456738
6910,Хлебный навес 6910,ресторан,0,Раменки,ЗАО,51,4550.0,4.4,19,н/д,55.654677,37.573585
6911,Медный дом 6911,столовая,0,Отрадное,СВАО,78,310.0,4.0,34,11:00-23:00,55.645072,37.498177
6912,Белый терраса 6912,ресторан,0,Отрадное,СВАО,64,2200.0,,50,круглосуточно,55.882223,37.500362
6913,Вечерний причал 6913,бар,0,Бабушкинский,СВАО,21,870.0,4.5,13,08:00-22:00,55.758261,37.566941
6914,Теремок,фастфуд,1,Щукино,СЗАО,49,170.0,4.3,60,09:00-23:00,55.682804,37.543712
6915,Кофе Хауз,фастфуд,1,Отрадное,СВАО,4,,3.0,199,11:00-23:00,55.767644,37.606981
6916,Стардог!s,ресторан,1,Академический,ЮЗАО,103,3470.0,4.0,11,09:00-23:00,55.913646,37.409017
6917,Тёплый причал 6917,кофейня,0,Северное Тушино,СЗАО,20,320.0,4.0,90,08:00-22:00,55.750394,37.472005
6918,Северный дворик 6918,кафе,0,Кузьминки,ЮВАО,43,880.0,4.0,7,,55.788771,37.408767
6919,Старый навес 6919,КОФЕЙНЯ,0,Хамовники,ЦАО,25,630.0,4.1,133,11:00-23:00,55.646291,37.418658
6920,Первый сад 6920,кафе,0,Раменки,ЗАО,н/д,790.0,4.2,39,,55.579941,37.703818
6921,Теремок,пиццерия,1,Текстильщики,ЮВАО,28,560.0,4.0,98,круглосуточно,55.790577,37.469385
6922,Дымный очаг 6922,кафе,0,Тверской,ЦАО,36,2900.0,5.0,2,11:00-23:00,55.779524,37.482684
6923,Уютный переулок 6923,ресторан,0,Текстильщики,ЮВАО,65,3200.0,4.8,23,12:00-00:00,55.869239,37.534426
6924,Летний дом 6924,кафе,0,Замоскворечье,ЦАО,53,1300.0,4.3,273,08:00-22:00,55.665257,37.499455
6925,Вилка-Ложка,кофейня,1,Митино,СЗАО,18,290.0,4.5,388,11:00-23:00,55.752905,37.470764
6926,Медный навес 6926,кафе,0,Отрадное,СВАО,24,820.0,5.0,7,08:00-22:00,55.672621,37.771197
6927,Кулинарная лавка,фастфуд,1,Измайлово,ВАО,21,250.0,4.1,375,круглосуточно,55.795972,37.604367
6928,Кофе Хауз,кафе,1,Щукино,СЗАО,46,1390.0,4.0,33,10:00-02:00,55.682252,37.483994
6929,Тёплый колодец 6929,кофейня,0,Хорошёво-Мнёвники,СЗАО,26,280.0,4.4,17,09:00-23:00,55.692354,37.724335
6930,Липовый балкон 6930,бар,0,Мещанский,ЦАО,38,2670.0,4.1,34,09:00-23:00,55.787027,37.592583
6931,Круглый базар 6931,бар,0,Строгино,СЗАО,19,1810.0,4.3,4,11:00-23:00,55.513249,37.744438
6932,Крошка Картошка,КОФЕЙНЯ,1,Бирюлёво Западное,ЮАО,40,340.0,4.3,61,10:00-02:00,55.636436,37.558808
6933,Дымный переулок 6933,пиццерия,0,Ясенево,ЮЗАО,68,740.0,3.9,40,круглосуточно,55.734798,37.730027
6934,One Price Coffee,пиццерия,1,Раменки,ЗАО,16,нет данных,3.7,104,12:00-00:00,55.822769,37.667559
6935,Старый переулок 6935,фастфуд,0,Митино,СЗАО,23,470.0,3.6,56,12:00-00:00,55.753795,37.527382
6936,Тихий балкон 6936,фастфуд,0,Пресненский,ЦАО,24,2080.0,4.8,79,,55.746379,37.4729
6937,Тёплый колодец 6937,кофейня,0,Хорошёво-Мнёвники,СЗАО,21,340.0,4.1,42,круглосуточно,55.692977,37.657631
6938,One Price Coffee,ресторан,1,Митино,СЗАО,86,1680.0,4.8,73,круглосуточно,55.670857,37.565177
6939,Круглый базар 6939,пиццерия,0,Щукино,СЗАО,29,680.0,4.0,24,12:00-00:00,55.875499,37.459297
6940,Медный терраса 6940,кафе,0,Перово,ВАО,74,650.0,4.2,22,10:00-22:00,55.650455,37.627354
6941,Тёплый поднос 6941,фастфуд,0,Царицыно,ЮАО,35,210.0,3.2,12,н/д,55.650053,37.546255
6942,Уютный базар 6942,пиццерия,0,Марьино,ЮВАО,24,740.0,4.1,167,12:00-00:00,55.641214,37.781017
6943,Белый дворик 6943,кафе,0,Отрадное,СВАО,35,580.0,4.3,114,09:00-23:00,55.693942,37.672564
6944,Теремок,кофейня,1,Строгино,СЗАО,11,370.0,3.5,24,12:00-00:00,55.747321,37.754708
6945,Уютный балкон 6945,столовая,0,Замоскворечье,ЦАО,нет данных,550.0,4.4,36,12:00-00:00,55.679367,37.737975
6946,Шоколадница,фастфуд,1,Текстильщики,ЮВАО,22,210.0,4.3,10,09:00-23:00,55.616686,37.721936
6947,Городской чайник 6947,кафе,0,Марьино,ЮВАО,54,560.0,4.2,92,09:00-23:00,55.875518,37.523128
6948,Крошка Картошка,кафе,1,Пресненский,ЦАО,44,1300.0,3.8,6,09:00-23:00,55.627425,37.59583
6949,Старый базар 6949,кофейня,0,Строгино,СЗАО,21,470.0,4.1,42,круглосуточно,55.714427,37.658716
6950,Летний склон 6950,кафе,0,Перово,ВАО,,530.0,4.1,123,,55.777702,37.490923
6951,Синий поднос 6951,кафе,0,Щукино,СЗАО,64,1210.0,4.3,6,круглосуточно,55.599397,37.633085
6952,Ореховый подвал 6952,кафе,0,Мещанский,ЦАО,33,1460.0,4.5,41,круглосуточно,55.800942,37.477364
6953,Городской переулок 6953,кафе,0,Гагаринский,ЮЗАО,10,1060.0,4.6,77,11:00-23:00,55.511124,37.680152
6954,Старый причал 6954,бар,0,Аэропорт,САО,,580.0,4.6,28,07:00-21:00,55.846938,37.5872
6955,Липовый базар 6955,кафе,0,Хорошево-Мневники,СЗАО,42,1400.0,нет данных,42,,55.579253,37.653093
6956,Хлебный чайник 6956,кафе,0,Бабушкинский,СВАО,63,600.0,3.8,64,12:00-00:00,55.60025,37.50553
6957,Ореховый навес 6957,ресторан,0,Мещанский,ЦАО,77,н/д,5.0,30,круглосуточно,55.657958,37.821028
6958,Летний колодец 6958,кафе,0,Соколиная Гора,ВАО,26,880.0,3.8,20,,55.735698,37.706817
6959,Круглый уголок 6959,фастфуд,0,Басманный,ЦАО,17,нет данных,3.6,5,08:00-22:00,55.89691,37.495852
6960,Тихий уголок 6960,пиццерия,0,Бирюлёво Западное,ЮАО,67,490.0,4.2,6,07:00-21:00,55.746568,37.763215
6961,Липовый навес 6961,кафе,0,Дорогомилово,ЗАО,17,1390.0,,9,10:00-02:00,55.926022,37.464601
6962,Стардог!s,кофейня,1,Арбат,ЦАО,2500,840.0,4.1,399,08:00-22:00,55.695843,37.664988
6963,Первый подвал 6963,фастфуд,0,Замоскворечье,ЦАО,17,н/д,4.9,107,12:00-00:00,55.922728,37.397027
6964,Городской поднос 6964,кафе,0,Тверской,ЦАО,11,1440.0,4.0,16,09:00-23:00,55.746721,37.691531
6965,Додо Пицца,кофейня,1,Соколиная Гора,ВАО,31,290.0,3.6,28,11:00-23:00,55.736642,37.610219
6966,Прайм,булочная,1,Отрадное,СВАО,10,330.0,3.3,311,11:00-23:00,55.76507,37.65314
6967,Синий подвал 6967,ПИЦЦЕРИЯ,0,Текстильщики,ЮВАО,43,740.0,4.3,71,10:00-22:00,55.642359,37.637801
6968,Прайм,кофейня,1,Чертаново Южное,ЮАО,19,,4.4,75,09:00-23:00,55.84788,37.90704
6969,Шоколадница,кофейня,1,Отрадное,СВАО,18,330.0,4.5,1386,08:00-22:00,55.731529,37.83829
6970,Вечерний квартал 6970,бар,0,Ховрино,САО,63,н/д,3.8,50,10:00-02:00,55.6407,37.668385
6971,One Price Coffee,ресторан,1,Хамовники,ЦАО,45,6570.0,3.7,131,круглосуточно,55.653971,37.597873
6972,Белый дворик 6972,булочная,0,Соколиная Гора,ВАО,12,260.0,4.2,8,07:00-21:00,55.748694,37.827425
6973,Городской причал 6973,фастфуд,0,Митино,СЗАО,1200,220.0,4.3,22,08:00-22:00,55.730876,37.421142
6974,Синий причал 6974,столовая,0,Бутырский,СВАО,95,370.0,4.2,48,,55.757709,37.687586
6975,Старый балкон 6975,ресторан,0,Аэропорт,САО,61,,3.0,5,09:00-23:00,55.670733,37.787378
6976,Городской дом 6976,кафе,0,Басманный,ЦАО,44,н/д,3.9,49,09:00-23:00,55.692397,37.746328
6977,Летний колодец 6977,кафе,0,Кузьминки,ЮВАО,,350.0,4.4,164,09:00-23:00,55.795106,37.633348
6978,Теремок,фастфуд,1,Гагаринский,ЮЗАО,26,520.0,нет данных,184,08:00-22:00,55.826284,37.480829
6979,Северный склон 6979,кафе,0,Митино,СЗАО,62,1410.0,4.0,20,11:00-23:00,55.869973,37.507882
6980,Тихий стол 6980,кофейня,0,Митино,СЗАО,35,440.0,4.0,29,11:00-23:00,55.888986,37.482883
6981,Уютный квартал 6981,кафе,0,Бирюлёво Западное,ЮАО,57,нет данных,4.7,9,11:00-23:00,55.719638,37.585626
6982,Уютный склон 6982,фастфуд,0,Соколиная Гора,ВАО,21,,4.3,43,09:00-23:00,55.749919,37.743877
6983,Летний квартал 6983,кофейня,0,Теплый Стан,ЮЗАО,10,340.0,4.0,116,10:00-02:00,55.771444,37.60889
6984,Домашний подвал 6984,кафе,0,Хамовники,ЦАО,31,2040.0,4.9,12,12:00-00:00,55.663265,37.66083
6985,Северный терраса 6985,булочная,0,Строгино,СЗАО,,300.0,3.8,70,круглосуточно,55.694817,37.588946
6986,Северный очаг 6986,ресторан,0,Замоскворечье,ЦАО,67,6130.0,4.0,51,10:00-02:00,55.813924,37.520182
6987,Вечерний сад 6987,ресторан,0,Ясенево,ЮЗАО,89,1170.0,3.7,47,11:00-23:00,55.90943,37.657415
6988,Дымный стол 6988,кофейня,0,Гагаринский,ЮЗАО,нет данных,430.0,3.8,14,10:00-22:00,55.708472,37.657628
6989,Хлебный колодец 6989,кафе,0,Перово,ВАО,н/д,440.0,4.8,34,10:00-22:00,55.822764,37.373495
6990,Уютный навес 6990,ресторан,0,Бабушкинский,СВАО,55,4560.0,4.7,422,10:00-02:00,55.876436,37.57848
6991,Шоколадница,КОФЕЙНЯ,1,Даниловский,ЮАО,32,410.0,4.3,28,08:00-22:00,55.773214,37.48979
6992,Ореховый терраса 6992,булочная,0,Царицыно,ЮАО,4,340.0,4.1,182,,55.670209,37.533532
6993,Городской чайник 6993,бар,0,Сокол,САО,55,3590.0,3.6,241,11:00-23:00,55.772811,37.601608
6994,Красный балкон 6994,ресторан,0,Строгино,СЗАО,92,1530.0,4.4,56,07:00-21:00,55.710131,37.523657
6995,Тихий балкон 6995,кафе,0,Люблино,ЮВАО,62,1750.0,нет данных,7,07:00-21:00,55.712771,37.647764
6996,Тихий поднос 6996,кафе,0,Хорошёво-Мнёвники,СЗАО,36,780.0,4.0,7,07:00-21:00,55.650007,37.703301
6997,Старый поднос 6997,ресторан,0,Гагаринский,ЮЗАО,100,5090.0,4.6,16,07:00-21:00,55.612912,37.721491
6998,Летний сад 6998,кафе,0,Тверской,ЦАО,19,1260.0,2.5,54,,55.834888,37.650477
6999,Липовый навес 6999,бар,0,Ясенево,ЮЗАО,60,720.0,3.7,18,09:00-23:00,55.792545,37.460924
7000,Липовый балкон 7000,кофейня,0,Тверской,ЦАО,30,750.0,4.8,171,11:00-23:00,55.830693,37.902383
7001,Синий чайник 7001,кафе,0,Бирюлёво Западное,ЮАО,,520.0,4.4,3,12:00-00:00,55.727518,37.598923
7002,Додо Пицца,кофейня,1,Замоскворечье,ЦАО,,1110.0,4.1,74,10:00-22:00,55.703883,37.77603
7003,Ореховый дворик 7003,фастфуд,0,Дорогомилово,ЗАО,нет данных,780.0,4.0,15,08:00-22:00,55.711227,37.558703
7004,Стардог!s,кофейня,1,Текстильщики,ЮВАО,28,410.0,4.1,82,10:00-02:00,55.757682,37.7104
7005,Додо Пицца,кафе,1,Таганский,ЦАО,74,,3.6,40,12:00-00:00,55.812646,37.555931
7006,Медный подвал 7006,кафе,0,Отрадное,СВАО,28,1280.0,4.2,11,12:00-00:00,55.718725,37.87898
7007,Старый мост 7007,кофейня,0,Донской,ЮАО,26,520.0,3.9,13,круглосуточно,55.737697,37.620022
7008,Белый мост 7008,ресторан,0,Строгино,СЗАО,75,1640.0,4.8,92,08:00-22:00,55.757532,37.848364
7009,Вилка-Ложка,булочная,1,Люблино,ЮВАО,11,220.0,4.2,57,12:00-00:00,55.635247,37.608993
7010,Уютный колодец 7010,фастфуд,0,Бабушкинский,СВАО,21,нет данных,4.4,23,11:00-23:00,55.863224,37.755905
7011,Тёплый склон 7011,столовая,0,Марьино,ЮВАО,95,330.0,3.2,4,круглосуточно,55.757378,37.590009
7012,Зелёный балкон 7012,бар,0,Бабушкинский,СВАО,13,1460.0,4.2,29,09:00-23:00,55.687036,37.440798
7013,Дымный склон 7013,кафе,0,Кузьминки,ЮВАО,н/д,660.0,3.8,22,12:00-00:00,55.799021,37.790965
7014,Вечерний балкон 7014,кофейня,0,Пресненский,ЦАО,,800.0,3.9,14,08:00-22:00,55.623466,37.559082
7015,Тихий причал 7015,фастфуд,0,Царицыно,ЮАО,17,420.0,4.2,93,07:00-21:00,55.693689,37.580594
7016,Липовый чайник 7016,кафе,0,Хорошево-Мневники,СЗАО,4,290.0,4.9,10,10:00-22:00,55.81975,37.579427
7017,Домашний квартал 7017,кафе,0,Ясенево,ЮЗАО,34,510.0,3.8,62,08:00-22:00,55.844821,37.626388
7018,Тёплый колодец 7018,ресторан,0,Раменки,ЗАО,42,2760.0,3.5,40,08:00-22:00,55.828829,37.522813
7019,Ореховый чайник 7019,фастфуд,0,Соколиная Гора,ВАО,32,220.0,3.5,2,12:00-00:00,55.619647,37.881253
7020,Летний колодец 7020,ресторан,0,Царицыно,ЮАО,59,,3.9,202,08:00-22:00,55.582239,37.618343
7021,Дымный фонарь 7021,кафе,0,Донской,ЮАО,49,900.0,н/д,3,10:00-02:00,55.708063,37.614411
7022,Летний дом 7022,фастфуд,0,Хамовники,ЦАО,18,670.0,4.1,232,,55.585458,37.622699
7023,Городской дом 7023,кафе,0,Тёплый Стан,ЮЗАО,27,460.0,4.0,13,10:00-02:00,55.723321,37.353945
7024,Дымный переулок 7024,бар,0,Бутырский,СВАО,61,1420.0,4.5,39,09:00-23:00,55.807827,37.705812
7025,Прайм,кафе,1,Пресненский,ЦАО,н/д,2960.0,3.9,257,10:00-02:00,55.742983,37.852575
7026,Тихий мост 7026,фастфуд,0,Измайлово,ВАО,24,550.0,4.1,4,12:00-00:00,55.923329,37.569161
7027,Тихий причал 7027,бар,0,Марьино,ЮВАО,23,1080.0,3.5,652,круглосуточно,55.78122,37.697813
7028,Круглый склон 7028,кафе,0,Отрадное,СВАО,55,1350.0,нет данных,101,,55.752025,37.640692
7029,Хлебный дом 7029,фастфуд,0,Даниловский,ЮАО,47,660.0,4.2,540,07:00-21:00,55.70766,37.588829
7030,Уютный балкон 7030,БАР,0,Тверской,ЦАО,51,3870.0,4.2,59,10:00-02:00,55.738122,37.557617
7031,Дымный дом 7031,кафе,0,Аэропорт,САО,36,н/д,4.0,19,круглосуточно,55.572636,37.442617
7032,Зелёный причал 7032,кафе,0,Бабушкинский,СВАО,64,1100.0,4.6,176,,55.692911,37.742274
7033,Кофе Хауз,пиццерия,1,Басманный,ЦАО,4,910.0,4.7,52,10:00-02:00,55.682413,37.662699
7034,Тихий подвал 7034,пиццерия,0,Хорошёво-Мнёвники,СЗАО,45,830.0,4.5,30,10:00-22:00,55.926462,37.667098
7035,Северный навес 7035,ресторан,0,Измайлово,ВАО,35,1710.0,4.4,16,10:00-02:00,55.727031,37.358871
7036,Красный причал 7036,кафе,0,Замоскворечье,ЦАО,60,,3.8,23,,55.633734,37.744278
7037,Городской базар 7037,кофейня,0,Царицыно,ЮАО,,470.0,4.1,921,09:00-23:00,55.652416,37.840338
7038,Круглый квартал 7038,ресторан,0,Чертаново Южное,ЮАО,24,1430.0,4.4,3,07:00-21:00,55.725282,37.54782
7039,Уютный балкон 7039,кафе,0,Кузьминки,ЮВАО,21,780.0,нет данных,21,нет данных,55.701269,37.638113
7040,Домашний подвал 7040,кафе,0,Перово,ВАО,73,660.0,4.2,23,08:00-22:00,55.807159,37.520938
7041,Тихий сад 7041,кофейня,0,Тверской,ЦАО,22,770.0,,60,,55.781574,37.659452
7042,Медный квартал 7042,ресторан,0,Марьино,ЮВАО,92,2200.0,4.1,15,09:00-23:00,55.710994,37.934786
7043,Хлебный фонарь 7043,кофейня,0,Ховрино,САО,13,530.0,4.1,36,12:00-00:00,55.600129,37.842595
7044,Белый уголок 7044,бар,0,Раменки,ЗАО,14,1800.0,4.6,47,08:00-22:00,55.75518,37.571567
7045,Летний дворик 7045,кофейня,0,Кузьминки,ЮВАО,34,560.0,4.4,25,09:00-23:00,55.616285,37.40787
7046,Крошка Картошка,кафе,1,Щукино,СЗАО,27,930.0,4.3,43,08:00-22:00,55.726849,37.796354
7047,Домашний подвал 7047,фастфуд,0,Басманный,ЦАО,н/д,,4.5,44,12:00-00:00,55.71479,37.35544
7048,Дымный стол 7048,бар,0,Бирюлёво Западное,ЮАО,50,870.0,4.3,52,11:00-23:00,55.710762,37.59351
7049,Старый дом 7049,столовая,0,Текстильщики,ЮВАО,5,250.0,4.2,10,09:00-23:00,55.627941,37.722837
7050,Домашний квартал 7050,бар,0,Таганский,ЦАО,55,,4.7,31,07:00-21:00,55.810465,37.498915
7051,Вечерний навес 7051,кафе,0,Пресненский,ЦАО,24,1450.0,4.2,200,10:00-02:00,55.750216,37.547201
7052,Липовый терраса 7052,бар,0,Хорошёво-Мнёвники,СЗАО,28,,4.3,33,12:00-00:00,55.654399,37.754169
7053,Синий сад 7053,ресторан,0,Басманный,ЦАО,88,4060.0,4.8,63,10:00-22:00,55.800258,37.595608
7054,Тихий склон 7054,бар,0,Аэропорт,САО,нет данных,1810.0,нет данных,28,10:00-22:00,55.863883,37.630222
7055,Кофе Хауз,кафе,1,Северное Тушино,СЗАО,20,620.0,4.4,46,12:00-00:00,55.815494,37.818061
7056,Липовый базар 7056,столовая,0,Измайлово,ВАО,109,390.0,4.7,12,10:00-22:00,55.744407,37.83654
7057,Тихий склон 7057,кофейня,0,Таганский,ЦАО,14,480.0,4.3,22,круглосуточно,55.77015,37.78438
7058,Синий колодец 7058,пиццерия,0,Гагаринский,ЮЗАО,33,1110.0,4.6,12,12:00-00:00,55.649984,37.298609
7059,Медный мост 7059,фастфуд,0,Марьино,ЮВАО,,350.0,3.1,40,12:00-00:00,55.880893,37.820171
7060,Вечерний сад 7060,ресторан,0,Бутырский,СВАО,110,1740.0,5.0,131,нет данных,55.680715,37.779395
7061,Северный мост 7061,столовая,0,Арбат,ЦАО,95,790.0,4.1,99,10:00-22:00,55.673331,37.440287
7062,Северный навес 7062,пиццерия,0,Тверской,ЦАО,23,2000.0,4.6,17,09:00-23:00,55.546778,37.512858
7063,Липовый фонарь 7063,кафе,0,Марьино,ЮВАО,58,330.0,4.2,97,нет данных,55.741655,37.647329
7064,Летний подвал 7064,БУЛОЧНАЯ,0,Бабушкинский,СВАО,21,290.0,3.7,78,круглосуточно,55.749237,37.586969
7065,Первый дворик 7065,бар,0,Хорошёво-Мнёвники,СЗАО,27,2620.0,4.8,33,11:00-23:00,55.953101,37.601768
7066,Круглый причал 7066,кафе,0,Пресненский,ЦАО,15,2540.0,3.8,39,10:00-02:00,55.681676,37.557378
7067,Северный уголок 7067,ресторан,0,Царицыно,ЮАО,92,1780.0,3.9,412,09:00-23:00,55.80255,37.626849
7068,Красный сад 7068,булочная,0,Таганский,ЦАО,11,530.0,4.3,51,11:00-23:00,55.754472,37.422075
7069,Синий сад 7069,бар,0,Строгино,СЗАО,14,1350.0,3.5,140,круглосуточно,55.933625,37.779102
7070,Синий дворик 7070,фастфуд,0,Пресненский,ЦАО,38,590.0,4.1,36,12:00-00:00,55.682783,37.649823
7071,Круглый фонарь 7071,фастфуд,0,Замоскворечье,ЦАО,10,н/д,4.1,22,11:00-23:00,55.723709,37.599003
7072,One Price Coffee,фастфуд,1,Соколиная Гора,ВАО,39,560.0,3.8,178,10:00-02:00,55.772745,37.725049
7073,Городской дворик 7073,кафе,0,Хорошево-Мневники,СЗАО,61,н/д,4.4,52,09:00-23:00,55.770599,37.770916
7074,Стардог!s,кафе,1,Строгино,СЗАО,11,1440.0,4.6,69,10:00-02:00,55.766001,37.783493
7075,Тёплый квартал 7075,ресторан,0,Чертаново Южное,ЮАО,101,1390.0,4.1,21,11:00-23:00,55.922757,37.319099
7076,Кулинарная лавка,фастфуд,1,Раменки,ЗАО,34,380.0,3.5,155,08:00-22:00,55.739034,37.58915
7077,Круглый мост 7077,кафе,0,Сокол,САО,55,980.0,4.7,12,11:00-23:00,55.67362,37.420308
7078,Красный очаг 7078,фастфуд,0,Гагаринский,ЮЗАО,21,400.0,4.5,43,10:00-22:00,55.941452,37.779934
7079,Медный сад 7079,столовая,0,Замоскворечье,ЦАО,89,450.0,4.1,74,07:00-21:00,55.838777,37.736277
7080,Дымный поднос 7080,фастфуд,0,Тверской,ЦАО,нет данных,нет данных,3.2,16,12:00-00:00,55.635334,37.865532
7081,Тёплый фонарь 7081,кафе,0,Арбат,ЦАО,74,1370.0,3.7,74,10:00-02:00,55.834166,37.45845
7082,Домашний причал 7082,кофейня,0,Пресненский,ЦАО,17,910.0,4.8,45,07:00-21:00,55.846926,37.740191
7083,Тихий стол 7083,кафе,0,Хамовники,ЦАО,12,2540.0,4.4,52,10:00-02:00,55.670034,37.608493
7084,Тёплый уголок 7084,РЕСТОРАН,0,Басманный,ЦАО,90,3380.0,4.4,25,09:00-23:00,55.816896,37.680314
7085,Белый склон 7085,булочная,0,Басманный,ЦАО,14,520.0,3.9,6,08:00-22:00,55.611532,37.696329
7086,Уютный стол 7086,фастфуд,0,Северное Тушино,СЗАО,21,230.0,4.7,585,,55.781539,37.735952
7087,Домашний квартал 7087,кафе,0,Бутырский,СВАО,81,1300.0,3.6,10,07:00-21:00,55.712173,37.566765
7088,Красный дом 7088,КОФЕЙНЯ,0,Донской,ЮАО,33,530.0,4.3,31,10:00-02:00,55.746616,37.664851
7089,Городской навес 7089,бар,0,Пресненский,ЦАО,11,2430.0,4.2,31,11:00-23:00,55.741157,37.619719
7090,Синий уголок 7090,кафе,0,Соколиная Гора,ВАО,28,540.0,4.2,6,09:00-23:00,55.886011,37.656141
7091,Первый поднос 7091,пиццерия,0,Бирюлёво Западное,ЮАО,24,нет данных,4.4,39,11:00-23:00,55.832584,37.565328
